,id,headline,Lab_4c_x,Lab_4c_y,Lab_4c_z,lab_4c,label
285,f2c6c42642cd39f4297e48eacf1fc1add8b25ec8ea16ea854ac4c9298009ec27,"Norway, Ireland, Spain recognizing independent Palestinian state as Israel-Hamas war continues",BC,BC,BC,BC,0
286,95f3c8c643c1b5fe6f351fad762f53bfe7920d7f3264cf1838882f9fbd321c51,Germany arrests over alleged Hamas anti-Jewish plot,BC,BC,BC,BC,0
287,2c517df9cf9ee73f6b1a27455e7d20fa81834e97e11c5762940d43e6ec2fd245,Boston city councilor exposed for including ‘antisemitic message’ in ceasefire resolution draft,BC,BC,None,BC,0
288,0ccbdddfc6411b45b9de83889cc05e0a72b2963b7fb9265982b2c35f89bdfea5,"Israel Gaza: Netanyahu making a 'mistake', says Biden",BC,BC,BC,BC,0
289,ee49374e7cc8f0f857e7be80c8d401050a47ddf0c9279d9b548fff3c26a2ddc2,Displaced Palestinian health workers set up Gaza tent clinics,BC,WC,BC,BC,0
290,a37afd05bb2d33ac68efb7de5138559a4a995698b527381219e603f00d456716,Hamas blames US for Israeli assault on Gaza hospital,BC,WC,WC,WC,2
291,e2af15df0fe1183191cd80e54f9a7869901ae827ed0521f4b63d69278f1158e3,Sudan hit by internet blackout as civil war continues,BC,None,None,None,1
292,6c23c40e75889013a39f12ded09b69ea8a824302d8e3eecf7f9de438b2cd63a5,Israel escalates Rafah bombardment as US warns of a ‘disaster’,BC,WC,WC,WC,2
293,55aa8fc1083e423437f67075d63682293e41a7668270ff4f1f06f0df1c3d2d61,What countries has Israel attacked since October 7?,None,WC,WC,WC,2
294,2242002fd0eccd3b70106a41a1dd011ca12683b6d26ab32918a24bfebbd00f77,"Foreign terrorists' believed responsible for deadly church bombing in Philippines, ISIS claims credit",WC,None,None,None,1
295,35232ac9af3ff72387fb14465d94c9cffc8f4f955013c175ace2c983ad5f85e1,‘Massacres await’: Palestinians in Nablus warn of deadly settler attacks,WC,WC,WC,WC,2
296,ca6622599f3bc51abd0772cb2f10fbfd781ec944b3258b579672c1822c815c7b,Palestinian rights group calls for closure of ‘Israeli torture camps’,WC,WC,BC,WC,2
0,dca93688a9882a26a53b5c712b481663867955b8c003cadd438677b7a3bf8339,Gaza: Hopes for a ceasefire and hostage deal before Ramadan,WC,WC,WC,WC,2
1,02798a43aa1d41b6e2dbd0614ba88c07075696ac1f4980c4cdbd2216ce621d90,"Freed Israeli hostage, 71, reflects on 'surreal' rescue from Hamas in Rafah",WC,WC,WC,WC,2
2,9091c7137dd878f5443bf1c5b9482629dece19a2ad0670c11fdf55725049f7c6,"UN Secretary General calls for immediate Israel, Hezbollah de-escalation",BC,BC,WC,BC,0
3,4af531bea8e308ace713d87e6092e6d8eebd89d962fc5815e0e2296e1a5b6316,Israel hits landmark residential tower in Rafah as Gaza truce talks stall,WC,WC,WC,WC,2
4,2c705816415ef3400c1844ff8165d8b31a4caed5ebb785fcd069331612b2aa9a,"Israel’s war on Gaza: List of key events, day 194",WC,WC,WC,WC,2
5,6d072b425d7d58bc21715b5b3427f90aeaf1809bc4eadb8a3aac88877147ec5c,"More than 7,350 West Bank Palestinians arrested by Israel during Gaza war",WC,WC,WC,WC,2
6,7f2ec288975c8db2253a04721765196027c7ee038f52f6baf92fee0b4855bd70,"US plays down Rafah assault, says it will push for Gaza ceasefire deal",BC,BC,WC,BC,0
7,5fa78c61f20e694a80358a7040d5f97838f7989ca539484aa4b130dcfd76e8d7,"Ex-Obama official's attack resurfaces after Jordan deaths, Trump tabbed for peace prize and more top headlines",BC,None,BC,BC,0
8,259843253413c767f3e6dab48b4e3108ad24cf50480f9460187a941c0e185339,Sheryl Sandberg demands condemnation of sexual violence against Jewish women by Hamas,BC,BC,WC,BC,0
9,1b258743c8d1caeb25ce6da1fb48f96e15b0e1fff366352c21069601428d2496,More big shipping firms stop Red Sea routes after attacks,WC,WC,WC,WC,2
10,b876023bc5bc27404a95bb8fcdbff8280a35af9db4824e127259f46edc95f27d,Iran vows to back Hezbollah in fight with Israel as IRGC general renews threat of imminent missile strike,WC,WC,WC,WC,2
11,c0bae1e4de85bd041beb31ec956cd8bb16ffd974ef76fd9788ffe9d7ff20fb37,Columbia president condemns terrorism 'full stop' after video surfaces of her calling it 'form of protesting',BC,BC,BC,BC,0
12,dc491832273efe55fc02754559654e0e925266a36fddb424f7ab3e6bf9405238,US revokes plea deal with alleged mastermind of 9/11 attacks,BC,BC,None,BC,0
13,26089ce6057a12d3bdb10b7f49812592a001a68ddf80bffeede72f77af4ad1e2,"While Iran attacked Israel, morality police flooded its streets to suppress dissent, activists say",WC,WC,WC,WC,2
14,5d732f801e0fbed21b007c9b7f85216607638f47ac0befe9b857671d5880b110,DOJ unseals terrorism charges against Hezbollah leader linked to 1994 Argentina Jewish community center attack,BC,BC,BC,BC,0
15,43837c34a24dfa5b072bc5b206da6dee7e2b54d8b9c61144944e815da05c3ea6,"Israel’s war on Gaza: List of key events, day 181",WC,WC,WC,WC,2
16,809a0eb992dcda2ca953845dd49b8e71aa2e20f3e7504bd35ec5c2766c1209f3,Reading attack: Inquest opens into park terror victims' deaths,BC,BC,BC,BC,0
17,c315cd31ef0234fd3a298ee0e80232696dd4892d74fc79c33893da1a14c1047c,Israel-Gaza: Netanyahu defies Biden over Palestinian state,WC,BC,WC,WC,2
18,2529bd665fb12ff4404fee111385e24889546b99f108c35172a8f5b4a90fdefc,Sunak on Israel-Gaza war: Too many civilians are dying,BC,BC,WC,BC,0
19,e4e8a87f02417d61496d8c453aefc6d8b218549748e4e53344362c480c5bd7c5,Netanyahu: Israel paying 'heavy price' for Gaza war,WC,WC,WC,WC,2
20,1897d1e53fd9bc81e3de6ae7b6bbc5c775d4f5f7aaa2453fd342860f8d62e9b0,At least 90 killed in latest Israeli attacks on Gaza’s Jabalia refugee camp,WC,WC,WC,WC,2
21,b0f64c5e8b4577bc854501ed6948128c95cad362ece408bf234398083b456491,"Hostage families rebuke journalists' 'false equivalence' between Israel, Hamas at Vatican press conference",WC,BC,WC,WC,2
22,652aa92d20d1a97bdbfcef22a9c12171ba447995c736b8d783a3746c35e194da,Israel-Gaza war: Blinken says cost of conflict on children far too high,BC,BC,WC,BC,0
23,77d63e9204638f3378ebac733cb056165b9e09ccf343081c3b8dbe2aa733e3ff,KNOW THEIR NAMES: Palestinians killed in Israeli attacks on Gaza,WC,WC,WC,WC,2
24,709ff18cb409e0066587aeec0725e731a2f5c073201d2e18a55e054e33ef1e68,Elyakim Libman: Remains of man thought to be Hamas hostage found in Israel,WC,WC,WC,WC,2
25,43af611e50a943a068ba692841c8cf12bf9ff6934de6c35072bc687bae679aef,US aims to reopen Gaza pier this week to resume humanitarian aid deliveries,WC,BC,WC,WC,2
26,c1489d887d4099e19341d435ade9f08160a16aeeded48c3fc83f19771f3768b3,Israeli arrests of Palestinian journalists soared in 2023: CPJ,WC,WC,BC,WC,2
27,7f130d60b8196837ec6f11a8aaf216c296b1d1bb02d5a6365060ccff7c18ff02,First fuel truck since start of Israel-Hamas war enters Gaza,WC,WC,WC,WC,2
28,8e81c09cdc48904c662db969da197ee2f5afa5e6ae6b0c21cf1f2a01c6995e41,Israeli troops uncover Hamas tunnel entrance inside child's room in Rafah,WC,WC,WC,WC,2
29,db1f71b351c809159df7b97b1cbfd302bb9115a71151f3a0d8dc99e191c626a9,US and UK calling on Hamas to accept Israel's new ceasefire offer,BC,BC,WC,BC,0
30,fc6f36e0dc775222ffb6c9e1a26fb9c407626c2cd2a6543115a026bef0c27286,"Reporter's Notebook: Israel-Hamas war continues on deadly day for Israel, but its 'determination remains'",WC,WC,WC,WC,2
31,ab0d3761286584c5dab1dace2d3ed6ba4c95fc8bbe96334e6cf4c139c61ba3f5,‘Heinous massacre’: Israel’s attack on Rafah tent camp widely condemned,BC,WC,WC,WC,2
32,c185ac99752a794b6ddb682b2f032d673b348fd9784f5775067a387d1d2f1203,"Columbia protests are 'writing on the wall' about antisemitism on campuses, student organization founder says",BC,BC,BC,BC,0
33,accf3e9105c7481ddd2dcdffb52930555c7cef8f22c6c46480375746c9f76164,"Blinken: Clear consensus for immediate, sustained ceasefire in Gaza",WC,BC,WC,WC,2
34,a2914c61f61bb51aecbd9608a4f466c1a98e1f575a8932fdb51863401d1aacdc,Hostages' fates haunt Israel as war intensifies,WC,WC,WC,WC,2
35,e995ffb36a54179d7a88aead43d4255219a8449addd531cac455132cc12d4600,"Low Danube reveals sunken World War Two ships in Serbia, Hungary",None,None,BC,None,1
36,cdee7b0660531ffe88f0936ea746463b70db0ba381978bee5244ce72c8226707,Al Jazeera journalist Samer Abudaqa killed in Israeli attack in Gaza,WC,WC,WC,WC,2
37,8b6855b802873989f3cfc99a3202bc46b7de1908a036e5a8d0e580ae0a74b71a,Israel Gaza war: UN says no let-up in Israeli air strikes in Gaza,BC,BC,WC,BC,0
38,752ca5edb90b9adcdbd08312478aa234e8137f6516a1cd7f78f13740cb4dc284,"Man waving Hamas flag outside DNC says 'every Palestinian supports Hamas,' praises terror group for October 7",BC,BC,BC,BC,0
39,770be01ae0fccbe4343b9bb5056693b031a5b861b5827ab4728bb8209050d2d9,"BBC World Service - Global News Podcast, Bonus: The Global Story",None,None,BC,None,1
40,4c60ad57a58420bc49cab536f9037426ae7f826e2b83f5944226f4659758e40f,ICJ says Israel must prevent genocide in Gaza,BC,BC,WC,BC,0
41,937dfee169551efab1b87653a2e92cef14e761b68d95fca46f391f8303f25f68,US taxpayer-funded UN agency's long history of enabling Hamas exposed,WC,BC,BC,BC,0
42,1401a65db7d9602944fbe3772d53ab759d5716c759f2158c7a729aefe22c5d1e,Cornell professor who praised Oct 7 Hamas attack joins another anti-Israel protest on campus,BC,BC,BC,BC,0
43,460724b70469867f6ac17d0085d7eb58f79072f63a6c549dcff96b4acdd37b7b,"A mysterious pile of bones could hold evidence of Japanese war crimes, activists say",None,None,BC,None,1
44,1a723f4257e138290e2cbcf663c50a824d8ca46ca10e1e5b09a70bd4a1750707,"World Children’s Day tragedy: Gaza’s 5,500 lives lost to Israel’s attacks",WC,WC,BC,WC,2
45,4de1c8fe240bb8e431f832041ab07341200a998530e7c6ee2a8981e6d0c8b75e,"Palestinian refugees in Lebanon mourn, fear for family in war-torn Gaza",WC,WC,BC,WC,2
46,08cbe255e590ec62e969baaf358cf8ff6b8c2fab8efec1f3f988a51590a0b555,"Lebanon FM: Israel against Lebanon ceasefire, even if Gaza war ends",WC,BC,WC,WC,2
47,55bd75cbc18a662048bf150d1a9cead87cabcf8b434baf076191e38f19db3219,Hostages In Gaza & War On Israel Raises The Stakes For America,WC,BC,BC,BC,0
48,3cd056c45dd015325725e9db13c7c941ad8f17df2f329c7b0d91f4c2d602ba4e,Israel Gaza: Three-year-old-twins among hostages released by Hamas,WC,WC,WC,WC,2
49,43d2a90744bffc41a46b34da7cc13789c104cf8fabb1a93ec4a344b5f00ccd5e,Israel on high alert after unprecedented Iranian attack,WC,WC,WC,WC,2
50,1e5bc996e853b62f883704d314fd1447982f7a13e2a2f44de19717e0ae66530c,"Rafah, US arms, UNRWA: How Biden defends supporting Israel amid Gaza war",BC,BC,WC,BC,0
51,9a9bc60a772983a7cbd4e11e09969d0cac93ade0a52caecb11153c4ec41c30e4,Biden addresses age concerns at first post-debate speech,None,None,BC,None,1
52,dd459a20e6739ab4dfa03fecdde0e80a8ea33486827193f33b679320f4f82673,Families of Israeli hostages in Gaza call for their safe return,WC,WC,WC,WC,2
53,9131f82c432bc8ca08109b2a60b3e0e31c98b8f33f117cc3e6ca4068397d2957,Israel slams UN probe on deliberate attacks to destroy Gaza’s health system,WC,WC,WC,WC,2
54,eaa7155fef6237980261bcfa0fa26e0965bbdf9952e4e218490ee5eed3fc9d96,Israel says underground Hamas weapons workshop destroyed in airstrike,WC,WC,WC,WC,2
55,b7ff927975d90e78f134dc97de5f0df05b7d1343fc052a2b5a19ea372b60ff6b,Israel Gaza: Biden hopes to see ceasefire by the start of Ramadan,BC,BC,WC,BC,0
56,3d55bbdcdac1e05a27a4c05419f04858cd0b07719eb99905f46dd9c9f106ee01,"United Nations chief breaks silence on Hamas terrorists' sexual violence, agrees to investigate Oct 7 attack",BC,BC,WC,BC,0
57,a727650a05310c719a4fb971a4e01e0858efeb5453ff342d8fe6b2205be7dafb,How Israel is weaponising arbitrary arrests of Palestinians,WC,WC,WC,WC,2
58,045cd077d61665349ae88a3b0c69c101de85df81596b4a5999229fa7151606e4,Tents appear in Gaza as Israel prepares Rafah offensive,WC,WC,WC,WC,2
59,3ff6b863652f75e52b86453d771bce158a475bc8ba0ac9047f9270dee3936234,Israel-Gaza: Aid reaches Gaza shore in first sea delivery,WC,WC,WC,WC,2
60,a9ff501f4ed06621b23143ccec14d687b59e94f2a863048ebea077137b5f6933,US advocacy groups back Palestine solidarity campus protests amid Gaza war,BC,BC,BC,BC,0
61,a9c453ff4b096bcd2f4b7c9781288215c7671106a0303dbcca421560f27ebb6d,Israeli war cabinet minister quits emergency government,WC,BC,WC,WC,2
62,3ee0da056294db2ab49853a6268673fc1c1fcede6b0139529ff2d7c84a6dd9de,Why are Gaza’s hospitals under relentless Israeli attack?,WC,BC,WC,WC,2
63,0739500c9b900962c7ad12870917f5bae43f233f09989df05bef44e4357b4e81,Columbia 'does not want NYPD present on campus' as anti-Israel protests raise Jewish safety concerns: police,BC,BC,BC,BC,0
64,1d628c2a4549a469fce4c74669569b59ed194edc5dc3897b835893bb1e5be307,"In Washington, DC: Celebrating Ramadan, protesting Israel’s siege of Gaza",BC,BC,BC,BC,0
65,b2d0987f860c95c54bdadb00cbab7a9f00f3772482901df516e0cb7b6aea3887,Israel Gaza war: Israel warns Hezbollah and Lebanon over border fighting,WC,WC,WC,WC,2
66,1a4f9929bffb77d39a3ac0b63231ee17a176926a638bc974fe605d9f0567b9fa,Graham: Israel should threaten to 'blow up' Iran's oil refineries if hostages don't come home,BC,BC,WC,BC,0
67,0ade747ca08a14fce03aef6c6212c8aab654e7f7a6da2fe62bc21f42b0712ca9,Israel's military intelligence chief resigns over 7 October attacks,WC,WC,WC,WC,2
68,4f1c47074b5b274e31a7f18818f70f1c84fc747b1b44e8b8b5c2a2564784b950,Lebanon arrests gunman following attack on US embassy in Beirut,WC,WC,WC,WC,2
69,9c12d02f6dc7f5f0645b5b98d10d25aa34c52cc3d431b521acef38b82b07eb4c,Hezbollah fires dozens of rockets from Lebanon into Israel,WC,WC,WC,WC,2
70,c1723b3184ade33a5d73e353b7d060a50543d24bd8d7883520d1fe6ba3702982,"Netanyahu says war will continue, disregarding US ceasefire proposal",WC,WC,WC,WC,2
71,2904765d6c92bab48f5b2dda1be52ea5442ca5ef8293272a9d372a2491552e8c,Portland State University president calls for police help after anti-Israel protesters cause 'property damage',BC,BC,BC,BC,0
72,19c82fe078a09f2831457eff2ed97af25889ced363560985f7a5a478715506e5,World warns Israel to obey ICJ on Gaza aid as Netanyahu plans Rafah assault,BC,BC,WC,BC,0
73,7bdcc3a34ab937f18019cbe48d7f96fd3687e5d96934ebc4ca7c34b33dae019b,Israeli attacks continue as calls for a ceasefire in Gaza grow,WC,WC,WC,WC,2
74,b55aed7c06c0943c55e8e26bd8d14668592caae251e343383f690778b898c7f6,All eyes on Israel's response to Iran drone and missile attacks,WC,WC,WC,WC,2
75,11a14b8849d7b5aacc9e3ce44f137780d87d934622dd765324df04a456f8796d,Dave Chappelle says he’s in ‘trouble’ with Jewish community after reported comments on Israel-Hamas war,BC,BC,BC,BC,0
76,b5fd97bf1ddcaf9e1ba4fead60f08da73525cbb78a295fc2270e81976ae59f86,Hamas deputy leader Saleh al-Arouri's assassination sparks wider war fears,WC,BC,WC,WC,2
77,9708cbafdbb39292f3e3d04b6aa3901a386754acbb65a34c10eca2bb0b16955b,Hezbollah leader calls Hamas terror attack against Israel 'heroic',WC,BC,WC,WC,2
78,e780b64a3562c47954937a01f8668cc56dd1d534ec5a2832b610819b56f4f2aa,Attacks on US-linked businesses rattle Baghdad as anger over Gaza surges,WC,BC,BC,BC,0
79,65c4137177e8e79964320def0aef6f49cc8fc9be7235b169a8d4c9ee862cad7d,Trump assassination attempt a 'confluence' of GOP rhetoric and 'availability of assault rifles': Dem lawmaker,BC,None,BC,BC,0
80,690ceac13e6c70d03ae0fc485bcf5d863e1928d5f1a027656fb45522ccccd6a4,"France's new foreign minister visits Israel, calls for cease-fire and hostage release",BC,BC,BC,BC,0
81,487805d34fd65cf979f0a17286791e47fd07ffa91ffe694ac5e634086289e849,Is Israel’s war on Gaza spilling over into the occupied West Bank?,WC,WC,WC,WC,2
82,e04368bc955e67ea46ca4208945f78f571ecb53a899326a92dc69bb056413cb1,Israel’s war on Gaza: Rights groups urge Biden to oppose threats to ICC,BC,BC,WC,BC,0
83,4b7d4d582db17807349827403977e2cb79d4685b3cc987828eb3d371592c3ae5,Palestinians urge world to end Israel’s illegal occupation after ICJ ruling,WC,WC,BC,WC,2
84,77bfc67586d6f148908f7611d18909eb4c525ea8b50808e9fa67dd155fda8f34,"Protesters demand US ends support for Israel’s war on Gaza, Lebanon",BC,BC,BC,BC,0
85,1f25a352162bc07a3f98802b1af3dc5040c8251c9a05ab397c85ba86a7440640,"Polio vaccines do not protect children from bombs, says Gaza mother",WC,WC,WC,WC,2
86,667c05f6df795e6ac0b2d8310c34f72f970459e1d292cd305da9ad8bd1f3e4d8,Israel-Gaza: Families' relief as hostages released,WC,WC,WC,WC,2
87,3397bc977db7e51aae326c5ee12cd18241697deeaa2894396947025d80929e67,Israel launches new Lebanon attacks despite growing calls for ceasefire,WC,WC,WC,WC,2
88,1bb43c5d2e62efd889c1a46925eb48f7e529677a7d98579dfd68065a9795509a,Hamas leader Sinwar reportedly wants guarantee of survival as Gaza cease-fire talks said to be faltering,WC,WC,WC,WC,2
89,70eb707ee52106f10928feb4ae3f2d373ff791312e36ed523213ddb4315f979a,War veteran's campaign unleashes on Dem opponent after top aide's 'disgusting' smear of his military book,BC,BC,BC,BC,0
90,fd65fabeb2fde94ecfbc7a33a0badb006f8b2077243706d1d5ae27b7b51bb3c8,Protests outside UK PM Sunak’s residence to demand Gaza ceasefire,BC,BC,BC,BC,0
91,32a3c68d7c5e9a83e31c11773edcedbc0bf250bee4655bb9edc14d86557dec34,Israel-Palestine conflict and the Gaza War,WC,WC,WC,WC,2
92,2e99b36f4a62aa830a6e8f9f7fe15db8078a2eba314bee6858dfff98ce538bf6,"Biden calls on world to condemn Hamas sexual violence, blames terror group for collapse of cease-fire",BC,BC,WC,BC,0
93,8463b80ac2fc5b72232b189835661a516042fbfeb04bf0f481330080f6bd690a,IRGC says 5 members killed in Israeli attack on Damascus building,WC,WC,WC,WC,2
94,b160cbc5a0d11e2747359962e69d473487ed500303f53620147ef48de69b7260,BBC Verify examines video from Iran's attack on Israel,WC,BC,WC,WC,2
95,056227ee7b5739aa0133d198b6cb5898171a04d00e17fd9f69bc55b8079d99d9,Gaza ‘powder keg’ could spark wider war: UN rights chief,BC,BC,WC,BC,0
96,55dd51a8f997fd1eb4abb8c1e2bbc3c1d1018ca961d0fcbb1352fe712252fa74,"Israel’s war on Gaza: List of key events, day 178",WC,WC,WC,WC,2
97,00f97c1fb8b9fcf9d8d423eb43c081e85ad91cc4abb6364275b107f93341e9a1,"Evangelical Christians, who have long supported Israel, visit as wartime volunteers",WC,BC,BC,BC,0
98,39e17b5bf5225611dcf10983dcdbb4b3fdaf5c4a1950cf4b82ec008e271ec73e,Palestinian band escapes horrors of war but members' futures remain uncertain,WC,WC,BC,WC,2
99,6b58805043f7ba5872a22b29d63784213d8a7e14ccba173b314a46cb7aff50da,‘Progress’ in Gaza truce talks but Israel still set on Rafah ground attack,WC,WC,WC,WC,2
100,1b44b8fbc879c4206c3dde19574c076a787a74298c451ae25c84b3b6e7a7c288,"Several killed in Israel raid on West Bank as US, EU sanction more settlers",BC,WC,WC,WC,2
101,f87f0d2c027195a28a1848024c6cea20c2a41263f0f3df6487f2ab088eb0590e,"3 of Hamas leader Ismail Haniyeh's 'terrorist' sons killed by Israeli airstrike, IDF says",WC,WC,WC,WC,2
102,599a8ad6e6f36a355fb103bf77cc9d12dd4d58f4d91dbdb1ed82d5243b911d94,John Cusack fires back after being branded 'Antisemite of the Week' over stance on Israel: 'List full of lies',BC,BC,None,BC,0
103,1aad743be8b4f6a7567c0e42edcb20b90945a4043d1b46c8afbba6f1c52f24ef,Judge refuses action against DeSantis over effort to remove Students for Justice in Palestine off campuses,BC,BC,BC,BC,0
104,ef07db9a7cb45796be361cbf2113cd973535d5eebd9e411dc85758a371610f22,Israel's Netanyahu condemns 'cruel' Hamas video of Israeli hostages,WC,WC,WC,WC,2
105,4b5fe1a044181974612e7a4fc85ab48377788c6935fc3c9367cdc17843af5374,The toddler amputees of Israel’s war on Gaza – Hoor Nusseir,WC,WC,BC,WC,2
106,8fcbaf9b02629fbd4206437bdd8a601d879820e7312af5ca155811bb34dcf2c8,EXCLUSIVE: War veteran Sam Brown vows to deliver for Americans 'crushed' by Biden's policies after major win,None,None,None,None,1
107,117e548a9b86337f17e8b92cc48ceafeae9935cc450f0853037a6c04283cd303,"Photos: Israel attacks UN-run school in central Gaza, killing 40",WC,WC,WC,WC,2
108,d1e76bed76aaaea19b5c0ca456b24822f13fa698d0a4c995aa094c678bae2f30,"Israel’s war on Gaza: List of key events, day 70",WC,WC,WC,WC,2
109,01a7e8a1635557008e032ae802cba3401f4663f268b33802f56ed6c3700f822e,US and Israeli officials hold virtual talks on their dispute over a Rafah military operation,WC,WC,WC,WC,2
110,2251b3500984d656144420120cc33a206f530195440bbda58408a15c8aaab40f,UK government warns 'think before you post' amid threats to arrest citizens for offensive rhetoric on socials,None,BC,BC,BC,0
111,4d7f09ef81dc18f18b7fcafee8c9f23ea4b878c49d1d2b47ee811e97469eb5fc,How Israel is using starvation as a weapon of war,WC,BC,WC,WC,2
112,4edb32a1b0e2371e4bdfcae51b4294c1cedc0e5b51cb246d26a3c72fc07f3d72,House Dems urge Biden to target Israel military aid over Gaza humanitarian concerns,BC,BC,BC,BC,0
113,e09678981141099c18c18ac80b7a087522da4d36a89ab5a04834c79e8ccb1303,Fox News ‘Antisemitism Exposed’ Newsletter: A baseball legend goes to bat for Jews,BC,BC,BC,BC,0
114,fabbda4317c97736b01a5cad5b0c9c5798947a2f668d5a3daebf4b89aa263a75,"Israel plans ground attack on Rafah, ‘last refuge’ for Gaza’s displaced",WC,WC,WC,WC,2
115,3ef63a72d094fbcdcfdbb989c49dbeff142bc0c5ec35da171eff8b4a5a5e7b79,Israeli military official shows remnants of Hamas terror attack,WC,WC,WC,WC,2
116,0c1f50a8aaefb0379a9f0947f16048b3d0e163536b4aab55a6274659e109ed52,"Haitian Prime Minister Ariel Henry to resign amid low-scale civil war, bowing to international pressure",None,None,None,None,1
117,7d37023e957fd332e51a3a25b5295157807e14d37d3a773655ba9648b76923ef,BBC anchor asks if Israeli forces warned Palestinians ahead of hostage rescue mission: Defeats 'the purpose',BC,BC,WC,BC,0
118,3f94df13b2b6d192ca084974dd05198a07abac4975c2e44a8129183c29d1c805,Flashback: Biden admin bragged about ‘quieter’ Middle East one week before attack on Israel,BC,BC,BC,BC,0
119,d5a148752824912dc7991851127b9e00318eaffd96b57214d7101b26a702b731,Abbas condemns Israel for ‘hideous war massacre’ after Gaza hospital attack,WC,BC,WC,WC,2
120,1c9c7c0fe17beb1c365f79e82d0b23947f106d0c6504233b1ca12dbae579a110,Israel thought to be on brink of Lebanon ground incursion,WC,WC,WC,WC,2
121,7c0c3f2396e56734bbfd56ff26708d1392c9c2fec7535d5b294db87cfc66ad16,Israeli attacks kill 105 people in Lebanon as war escalates,WC,WC,WC,WC,2
122,029cf39e07a9a8e179307a46e847ae0f462b877c991c116afd49106d919a6763,Hezbollah chief warns Lebanon could be ‘exposed’ to more Israeli attacks,WC,WC,WC,WC,2
123,d5787d0678236ddd1245c51765f06b3ce94d4b8392dce9d1aa75219e62f05708,Video: Police tackle pro-Palestinian protesters at US university campus,BC,BC,BC,BC,0
124,40f7b078d0c688ef127a7517fd8a2e683061c3bb19a9e93fb30580295dc05de8,Israeli ministers threaten to quit government if Gaza peace deal agreed,WC,BC,WC,WC,2
125,3caef7e77c08ca7d6b3401109578272d1baae32f5b8b8bac5c243026107b15c7,Israeli air attack on West Bank’s Tulkarem camp kills at least 18: Ministry,WC,WC,WC,WC,2
126,27c5c9bd3ffccfe98ce56ed57d68739b4f92470035054a7a9ff98bf2530314f3,Bowen: The Israel-Gaza war is at a crossroads,WC,WC,WC,WC,2
127,6dae0e0edd9ba923db8e4f2506d5de16625d229713c5470ecd6f8226f4a3d56c,Can world powers urge Israel to stop its attacks in the occupied West Bank?,WC,BC,BC,BC,0
128,c108a9b3e199be7c0210286ab8e8aa8b11d503451ae8793b203b8fb59a2e0060,Biden faces media as re-election bid hangs in balance,BC,None,BC,BC,0
129,76cb7e14ddf0c3a8bb0856363cfd0e955e503f73f613d7524d94d9ddf3427be9,US woman rescued from rubble in Gaza after Israeli attack,WC,WC,WC,WC,2
130,9adf236d2d1ad30220b442f9062fc71ee7fc1996e3fb014a3f84c730dad0ad49,Muslim students at University of Connecticut received threats over Israel-Gaza war,BC,BC,BC,BC,0
131,f5f676af423b1db4b40a08e446e0afbb8f1f43a6e6b99d97792470588218b417,"Border fire between Israel, Hezbollah continues as delegates prepare to mediate ceasefire with Hamas",WC,WC,WC,WC,2
132,9366405b7cd4c11c96b820816394ae50556fa47e7d45294f895599dcaccdcdd7,Israel’s military is targeting Palestinian police delivering aid to Gaza,WC,WC,WC,WC,2
133,761fa2421b2c4d7809409df8b36c7c7a62bfebbc23f095e12947a1a5d11ccf79,Gaza: Israel raids al-Shifa hospital,WC,WC,WC,WC,2
134,c9bb4051dfbc217ff91348ac0431ddda5d6fd90838e235f6f46356820fd56a9a,Photos: Aid brings relief in Gaza amid Israel-Hamas truce,WC,WC,WC,WC,2
135,b53a3c3fa3373d8e823ebcfb843047c2222fb181c0853360c3d3f8e4168e8531,Federal judge rules Harvard University must face antisemitism lawsuit from Jewish students,BC,BC,BC,BC,0
136,e243e3c6080bd4b93ca12dec7d1acd1af620ada12260bbd4b80fe37f324de292,CT Gov. Lamont waxes optimistic in State of the State address interrupted by pro-Palestine protesters,BC,BC,BC,BC,0
137,e0a4608fd8b8c9aa7950c5005e5667a468c38608620dcd94d1406e49934e0752,What the Ismail Haniyeh assassination means for Gaza ceasefire talks,WC,WC,WC,WC,2
138,291c6e18ccefb510fb11059df5261694f7cc46147932da7671d5237013c5ddb5,"Protests, clashes in Jerusalem and West Bank as Israel-Gaza war rages",WC,WC,WC,WC,2
139,3e951c9382412fbbe565e5583d0e14f88d4dbce666afa32a4b5ba17860798b01,Pentagon says Iranian-proxy fighters 'likely' killed during US attacks in Syria and Iraq,BC,WC,WC,WC,2
140,2c03adedfd188b2b5a2369ca3a71dfc8f519ec827eb2b6969bf23ce33056adb5,Beware of Vietnam’s new authoritarian president,None,None,None,None,1
141,b1f0d386361e8ee5b0050c3402f36aa10db20165684b1a812322d240ea42382f,Biden allies condemn far-left calls for cease-fire in Israel-Hamas war: ‘Americans remain pro-Israel’,BC,BC,BC,BC,0
142,e6967eae33400907b56c2ab2897cd6cd0d6057f7c808768794f7cde379a0184f,Three Palestinians killed in West Bank as Israel continues raids,WC,WC,WC,WC,2
143,28cb9e16705a0bec9ed5fdc3cf7dd6a06cdd32655d418b375545bf1e9dfab2af,Hezbollah terrorists hold ‘massive’ stockpile of Iranian arms security experts warn,WC,BC,WC,WC,2
144,8aa641f9277e502f3c5dec140a9b99b23564d7e8b44ca8ebb8926f7d93bc6bbd,Palestinian children killed in Israeli attacks in Gaza,WC,WC,WC,WC,2
