,id,headline,Lab_4a_x,Lab_4a_y,Lab_4a_z,lab_4a,label
206,105bfe0b081a21a4125cfad53573bc25470df217c2d5c1afc5ca568df9c27a20,How much environmental damage is Israel’s war on Gaza causing?,IE,IE,IE,IE,0
207,b80406949790237d6c216de7475a35c7bd97ba9e9e863275d2ed98ea78f5ad2f,"Netanyahu urges Biden admin to renew weapons supply to Israel, says it’s ‘inconceivable’ US withheld aid",IE,IE,IE,IE,0
208,f21c64b579dc7e29364e37329557446eeb6476ecd0b4dea0a9eda78b18445d6f,Gaza peace deal still in the balance after Blinken ends trip to region,VE,IE,IE,IE,0
209,ee46b3bc444be5d4114fc1a21a79321eca17203b9ff001f40bc66ba708060bb8,"How the Israel war, blockade affect mental health of Palestinian children",IE,IE,IE,IE,0
210,2a6d6c83fbb8e655aa49c582a5068605524a10671f5ca42ecb446feb165888ca,Stranger Things' star blasts anti-Israel protesters blocking students on campus: 'They should be expelled',IE,IE,IE,IE,0
211,92a50a609e5e2e2fc91d395db1f3c897fd3dfb45168ed69b1a8ba84f83880994,Pagers explode across Lebanon; Hezbollah blames Israel,VE,VE,VE,VE,2
212,26e804cd47f9afe05c90311c68a83df52ee2eadf2aacc70dcc94db586c2026f4,At least 11 killed in rocket attack in Israeli-occupied Golan Heights,VE,VE,VE,VE,2
213,a77e2d1c2a148f6bee641f8152b3b1c3e616ac44b6c45874cf3c00daa63adb18,Iran's rare runoff presidential election sees historically low voter turnout,IE,None,None,None,1
214,5b2ccfe5c1a93cce44abad75e4df581d0ef2fb15f573ca900eaa3883b7902da9,Israel downplays truce prospects after Hamas response,IE,IE,IE,IE,0
215,f46acdbbdfc698f5b87ad0e1f3401ed3988746c2b1f3ce353d31f64f698edbf6,Photos: ‘Stop the genocide’: New York protesters demand Israel end Gaza war,IE,IE,IE,IE,0
216,619d6ae6f2e1f9898a460e932f225c30160bb467d478ef23b70d2324bd7f20fb,"Tim Walz 'misspoke' about using weapons ‘in war,' Harris campaign says: report",IE,IE,None,IE,0
217,36c32aa69c80b89ede99654f721d581ce2e9a3f211a3ec58993d4b6573307634,‘Squad’ Democrat declares ‘all lives do matter’ while calling for ceasefire in Israel-Hamas war,IE,IE,IE,IE,0
218,ced2e1af8d13279985efcb410e3045592a7a5d96586507db8c0f5f9d78b6d30f,‘The war is not over’: Israel blocks Palestinians’ return to northern Gaza,IE,VE,IE,IE,0
219,5d567286565a632074fe2a41f23c9916ae1c5abfab7e91ba3b9333d25be75c01,Palestinian president appoints long-time adviser as prime minister,IE,None,None,None,1
220,e5888d90faf448c6420a0ffbd64e626621bcee9ccbd1c7d0ab8361e7f6b7a402,Biden says he will talk to Netanyahu as Israel pummels Sunni terror targets in Beirut,IE,VE,VE,VE,2
221,27ca33feca7a27b8332097eb6472e74d6d84c4b3a0b0c2ccdf777908825dc8c6,Police dismantle UCLA anti-Gaza war camp and arrest protesters,IE,IE,IE,IE,0
222,99d87547b94546c58a87b678b0d074fc7f2090a8e335eabfa66ceaa1ea08d723,Gaza ceasefire vote: Commons debate descends into chaos,IE,IE,IE,IE,0
223,91f093af3faedc72271c72aac784a26a97aef64c2418bfebb4e47ec6c7d133ee,"Father of American held captive by Hamas says hostages 'are dying,' going through 'hell' in Gaza",IE,VE,IE,IE,0
224,e0f2a142f51188c74a3db5ba736faf03d601e22baa24a844628e3611c9f5d47e,US Open champ Coco Gauff hopes for ceasefire in Gaza and for Israeli hostages to be returned home,IE,IE,IE,IE,0
225,75fe1b04c997385f3f3f4ad5701265c01a6817668130bbaa7a2990dfc231cb52,‘Outraged’: Brazilian Muslims face growing Islamophobia over Gaza war,IE,IE,IE,IE,0
226,f64e327c924a67b7fb9c5bcb3b41316549082fb3ffc000beca0957aad1f7b898,California college president cracks down on protesting pro-Palestinian students: 'Immediate suspension',IE,IE,IE,IE,0
227,424987534a96b387df0001b5779c5a0b98c9f133adf9a9bfe68be68dd28839dc,Debra Messing visits IDF soldiers on front lines of Israel-Hamas war: ‘You are heroes’,IE,IE,IE,IE,0
228,18aac40eecc966d349d1515fe11da970d5866bc43aa0d5cf2cd9ebf09f662e80,Israel’s 100 days of relentless war on Gaza,None,None,VE,None,1
229,4fa90ff57b93ed8b3624414ee3f68620d93bb2a8567e1d0278475688069e66a1,"Where is Shafik? Columbia University president keeps low profile, fights to keep job amid campus antisemitism",IE,IE,IE,IE,0
230,1f8f40ec8571f0523dfec99f792ad855fd093a22de70bc588c9c4f4a245afda8,"Hamas command in north Gaza destroyed, Israel says",VE,VE,VE,VE,2
231,903acf8fba1cc708d2e66aeed5f3df09c6f63f5fd44937440273a50a61bb436d,"Anti-Israel protesters set up new encampment at UCLA, clash with police",IE,IE,IE,IE,0
232,6168275d61b67a5f3359f1404ed64f800938cbdec591e3eee434cfcd92e3512c,IDF says school strike killed 19 militants,VE,IE,VE,VE,2
233,9b34110d0aaab236a321cb4c65c207cdfebe755ffff64f8af3fe54149074ad0f,Israel begrudgingly accepts Biden’s Gaza deal: ‘Not a good plan’,IE,IE,IE,IE,0
234,088b0a1dd95069d53bc08db130af836981a75dffd360477d22b9f10663e9312f,University president retires after being reprimanded for caving to demands of anti-Israel protesters,IE,IE,IE,IE,0
235,263b7c43b476d7f141c39016dcc92522c5e2884c1fe453849095849cd90d2922,UCLA clashes: Pro-Palestinian protesters attacked by Israel supporters,IE,IE,VE,IE,0
236,08b8caf8fbb170e09b653fa83b5892bf84608e7d2a3bf90e5fafd268f29f40a7,"Israel’s Gantz demands Gaza post-war plan, threathens to quit gov’t",IE,IE,IE,IE,0
237,8fce34aeb2e2a632d4e5202fe0bf9b4def0743c4624e76ba7402ad00c2095629,"BBC World Service - Newshour, Israeli Hostages",VE,IE,IE,IE,0
238,5d7accac5a73a7b2b2ccf781271b5c08e539b086e5a47f234869323d3d137126,"In Chicago’s Little Palestine, locals protest and mourn amid Gaza war",IE,IE,IE,IE,0
239,b5b071f85c70bac7ec27f9cf18690dd138d43338eb67b8bddcd182f18a4fc955,GOP lawmaker cracks down on antisemitic student protesters with new bill ahead of Netanyahu address,IE,IE,IE,IE,0
240,b70bb6e472f21f25bc408435c0612deaaf9aa223a969bc4d294ca1e5c8e64412,Manchester scientist in Gaza 'terrified' after breakdown of ceasefire,IE,IE,IE,IE,0
241,bc2581f1c2e04bcaf5f76001bb252d1679d7162e87aeafccb88255637a133f29,Israeli military: Four hostages rescued in central Gaza,VE,VE,VE,VE,2
242,1796000764af6482f71e8aa0abd7651176f235dda0410b4b959d268976c4a1c2,Netanyahu war cabinet stifles revolt from far right over sending Gazans fuel without hostage deal: report,VE,IE,IE,IE,0
243,dd01d0efcb8ad75a03c91ca5ed0b084812ceb1ae0934ed35271bdbabbb27390f,Netanyahu ‘trying to drag US into a regional war’,None,IE,IE,IE,0
244,28ea5370eb4fd5738a322905e72f1f02e83c57e468581a5ed43c25c51521054a,FM condemns attack on Israel and repeats ceasefire call,IE,IE,IE,IE,0
245,610b543f81c9cc982308eb82d6d8c2eb8405e6b3ab7b134653908686f9a7cb6e,Israeli Supreme Court hands Netanyahu a loss on judicial overhaul as Hamas war rages,IE,IE,IE,IE,0
246,a35cc0e2eefdc49dd64af81a6d8dee3bdd54636abe2c3942d8a817dbc8298bee,‘No one trusts Netanyahu’: Israel’s war cabinet divided amid Gaza conflict,IE,IE,IE,IE,0
247,e4280d3d4810aa5017662bd9c0bf33529a2e55c40e3f3badcff5a9d1ea128de1,General strike in Israel amid calls for hostage release deal,IE,IE,IE,IE,0
248,b194027f2f9931e633f2d6b16561b9e12106d5a90acf033dc7db646a105fa076,"Gazans flock to aid trucks as US, Israel discuss future of Hamas war",IE,IE,IE,IE,0
249,09cd06c2474219a774e8edda815de4ffd323717405aa56aaa10f1a6de2f613c9,Progressives for Harris call host urges 'solidarity' among 'comrades' amid criticisms over Israel-Hamas war,IE,None,IE,IE,0
250,211ea9c711b9d6495947a86f7267933f2f7208858858baae12b6a60d0a88b72e,Philadelphia university president reacts after at least 75 anti-Israel protesters descend on campus,IE,IE,IE,IE,0
251,98a9c8cdaeb9f3129309317b2a1180c3f08afaa53830b6e2047336b4f40bf7dc,Chicago becomes latest US city to seek ceasefire in Israel’s war on Gaza,IE,IE,IE,IE,0
252,982704faae52157d9f4dc09b2c987e24b15e368bcd9e0c6d5f4efad4110b7a79,Israel rejects calls for Gaza ceasefire at UN,IE,IE,IE,IE,0
253,de39696227837e1f0dd82689234680a1e1f7d7d096d740898093a1e75fc9d639,Israel hopeful of Hamas deal to release hostages in 'coming days',VE,VE,IE,VE,2
254,6d2d349deee15daee1f143bc4fbe1555f7407bdc2eedc30f2812990acebbbe56,Hume warns 'the country sees' that Biden is 'palpably senile' as State of the Union approaches,None,None,None,None,1
255,cf281a58920657322596fe9fd156361617ecabdcd27b3b35e9d360b9bf353219,Philippines: Bone diggers seek justice for dead in Duterte's drug war,None,None,IE,None,1
256,e89d4b54387b580b292a028adc5bbefbdfd5836200dcacdfc0c4ef36f80b03d3,Israeli army orders more evacuations from Rafah as it expands Gaza assault,None,VE,VE,VE,2
257,632d195c0be48a953eff6aecd0114eeb1770d8b34ee6907db8be242ae48dd372,"AGs fed up with NYT, CNN Hamas coverage issue stern warning: ‘Follow the law’",IE,None,IE,IE,0
258,2471f228108eec616b9d77a1f54a3818918ad79adedec95cba1c8aac6e146362,Congressional Baseball Game descends into chaos after protesters storm field,IE,IE,IE,IE,0
259,2df2a6c55fa0b1d5819935e1421ff055fb9b1843ec8e7343b31ab55563a7387e,Tensions surge at US universities as students rally over Israel-Hamas war,IE,IE,IE,IE,0
260,d215e96320134aea439355ac36a3afa2202d9e37be00bb6cb8de7b28bfede884,"Israel-Hezbollah war: Netanyahu 'did not even respond' to US cease-fire deal, pledges to fight 'full force'",IE,IE,VE,IE,0
261,6b0e0c21f93cc1a6b2e76d82d64215688cb38699a1199fdf9b5734f80ca9413e,Gaza war: Battles rage as Israeli troops intensify Jabalia and Rafah operations,VE,VE,VE,VE,2
262,4ba96dca3f49a3027b36ce19e046ec5f2fb45b651af8a6307581117d861f75a3,"Israel pounds Gaza, insists on ‘Hamas destruction’ as US presses roadmap",VE,VE,VE,VE,2
263,13c5c9c6a96cd0fb1978cacb98ff76f95f86b638bca5e3b882fa3d63d4bce243,What we know about Israel’s latest attacks on Lebanon,VE,None,VE,VE,2
264,2885e6fb40529842c3a535c47f79777d9d5da8dce97ced1bc86349a4bc4925a3,Women and children among dead in Israeli attacks in south Gaza,VE,VE,VE,VE,2
265,1332a20b9549d9300a46a6ce4f9f0581c4c3245ac4206b13ae9abd0c82aa9140,Is Israel using communication blackouts in Gaza as a weapon of war?,VE,IE,IE,IE,0
266,d84ee1e95ac690ec1937d970532e7348a5e3f4f580f2c671984010da4bbffbc8,Ex-chancellor Sajid Javid calls for Muslim war memorial,IE,None,None,None,1
267,02f0415a9897e74400cdb7841a07aef4fcba95cf7ffdd9c2b6d31251572510d2,D-Day 80th Anniversary live: The King to join veterans as events mark D-Day 80th anniversary,None,None,None,None,1
268,6643c85f3c4e19b9c26494eeae26f6fe178a4ac6462b306c0dd1a35d5830c456,Hezbollah and Israel exchange fire overnight,VE,VE,VE,VE,2
269,7723fd454be2d768adf18331b5cb60493a95348283fa48645586c27ef871a6dc,Gaza protestors march to world athletics championship venue,IE,IE,IE,IE,0
270,977844ce9f7ad1f55ecbcbbecbb4310f8cd26695d7e559f726c60577662cb9ec,Accused Massachusetts cop killer Karen Read compares supporters to Vietnam War protesters after mistrial,IE,None,None,None,1
271,f2098c85377cdf803505300177250777723e2671575acb5fe0280524c32747bd,Iranian warship enters Red Sea amid Houthis’ ongoing attacks on commercial vessels,VE,VE,IE,VE,2
272,9238f04266684c7eedc547e13c1ca3827fe6f339ff0549208b332b883622bcea,Qatar to ICJ: Israel carrying out ‘genocidal war’ on people of Gaza,VE,IE,IE,IE,0
273,c1bf1823fb5083eeeea4bcfaddf85a3f845c749079675203bb9440a57df766dc,A sad Ramadan for Gaza as Israel continues attacks,VE,VE,IE,VE,2
274,79e0efac38eb4be20c021b1a0829e9790c60b3a997c2bf3a9bb638a346f6ca64,"Aid for Israeli captives, Palestinians reaches Gaza despite challenges",VE,IE,IE,IE,0
275,13794d8281c16e8ebdc179c80370bad0dd52d186a5a638e61bf851256d7506e9,Newscast - Israel Tells US it Plans to Enter Lebanon,VE,VE,VE,VE,2
276,e75ca2c3bef02951ea321afd45a1e6ac649f6e1a86bbdbc58bfd169ba03d2131,Hamas attack traps women in Israel bomb shelter for 36 hours: ‘People need to know what happened here’,VE,VE,VE,VE,2
277,1ac66bad759d6bfc229c8e56ae7851b620a52bc0335d6995acefe772e004ae13,Apologists for terrorism': House Republicans eviscerate far-left Dems skipping Netanyahu speech,IE,IE,IE,IE,0
278,987d92c7b898e7fb357c363120401a522279470c4c07184731d0451c5e9ecbce,"Food, toys and therapy: Tel Aviv residents help survivors of Hamas attack",IE,IE,IE,IE,0
279,63c86407b72d4c40374de54515d0b30672934f90fe8105227d1f41af1c69aa4c,Netanyahu speaks out following deadly Israeli strikes against Iranian proxies,VE,VE,VE,VE,2
280,78f4dcde0ac89e02806f673ce285194d1ce75c8a0cbccda6a9575e8ea3de8a91,Spanish protesters’ tribute to Gaza war victims,IE,IE,IE,IE,0
281,fbc497c85189ca853cb171f57316eff65b5725136b1c91b1d11d0d9cb6e61c62,"Blinken leaves Middle East without hostage deal, says Hamas proposal has 'absolute non-starters'",IE,IE,None,IE,0
282,66060b1bd09ae3570087d79dbda0acd83e425f5e15ed1f77a5f99b87f8511c30,Israeli ex-hostage returns to site of Nova festival massacre and kidnappings,IE,VE,IE,IE,0
283,4424d5b99f7feda5598e47dca4df092827e862c23158bcae1c69432504c271a3,"Mapping 7,400 cross-border attacks between Israel and Lebanon",VE,None,VE,VE,2
284,da8b6aad08b6b3e94b2b656cda11b8b3db03e72b5bf634af05a0f91c02274d48,Biden to meet with national security team ahead of anticipated Iranian attack against Israel,IE,None,IE,IE,0
285,29a4f458f46a1e4a3ea320bc024b2c2bba891f935cefa9e3099fa7bb437ca2f0,‘We’re waiting to be martyred’: Palestinians await Israeli attack on Rafah,VE,VE,IE,VE,2
286,e1420719706634ac026cf3a736873d61d97941b03ad9264c783ffdb294adcf0b,Gaza’s only cancer hospital could shut down amid Israel’s war and siege,IE,VE,IE,IE,0
287,28884ce946c7e09ead4cec94f4fb1c7d0216dca12971be5471d6634a9dc5b58f,"NYPD removes Palestinian flag from CCNY campus, reraises American flag after anti-Israel protest",IE,IE,IE,IE,0
288,461d89fab5c9a34dd8e36e9012bb53b1f2bee7b9e9c605664dc2bd7e2290bd05,"Israel revises down toll from October 7 attack to ‘around 1,200’",VE,VE,VE,VE,2
0,5c59ea878689a7fe7e48058aa89191dbf837f18e136c868627ed10c1bc21abf4,High risk of famine amid Israel’s war on Gaza and aid restrictions,IE,IE,IE,IE,0
1,2fb828bbc00b8eba2ad157de148136e794897eb5c427b7d45b0c14242dd52de9,PA President Mahmoud Abbas in Qatar for Gaza ceasefire talks,None,None,IE,None,1
2,d527bb7063e0c70a0f73ae4adc07c1ecf93eb02ed1fa9dc567f724e2b951606b,Israelis react to deaths of Gaza captives during ‘military operation’,VE,VE,VE,VE,2
3,8f5cd5d0a42c8fad5bfd6b50b7c3e12eea70d7525ceac9921dea78adddb945a6,Qassam Brigades commander among 9 killed in Israeli attacks on Tulkarem,VE,VE,VE,VE,2
4,3f6366dc9097560a76433b7970da7c25196cddb2b5eb003d61de81affe5ac87f,Watch: Chaos in the Commons over Gaza ceasefire vote,None,IE,None,None,1
5,fb435eeeede83a6d743195f1d92edb269dd65b35745e36e6f2a7ae5354314cee,"Meet the American who launched the Frisbee, Fred Morrison, World War II combat pilot and POW",None,None,None,None,1
6,fcbc9c27ffadeac0be250e37830d224d4b1b9fdc8bd7ea1c1922f88806c105be,World reacts to UN vote calling on Israel to end Palestinian occupation,None,IE,IE,IE,0
7,756dd09a2a9a9ada142bc085feceea8380316b00d09e6237ee3aa383e44b231d,Mental health under occupation: When can Palestinians heal?,IE,IE,IE,IE,0
8,ce2c76b53a066273b618fc1ae47c3f6681483c29ccb938d017b6fd92e0e2f2c1,Rafah’s main hospital shuts as Israel attacks again,VE,VE,VE,VE,2
9,06de1c7c14f2c98e1430652767abd63d19efef6b7cab63082cff93d49135c187,MSNBC's Reid claims US support for Israel’s war is like funding the Rwandan genocide,IE,IE,None,IE,0
10,bfcaf7f297b0bebe5047d5d78359410ec930b12c675c834a0b9501c0a977eb1d,Israelis tell British MPs of evidence of Hamas sexual violence,VE,IE,IE,IE,0
11,a56136056d53c8147d0cfef5a560e1c8c48053c586425ba5918ff3a3b5cf14ab,Egypt threatens to void landmark peace treaty with Israel over troop deployments in Gaza,IE,IE,VE,IE,0
12,dd4af3d2bf1190582b29f517c8f4a5dc14d51ace9c055c9bf38ad40e448f7579,Gaza war: Father of twins killed in Hamas attack says he is broken by deaths,VE,VE,IE,VE,2
13,11c2b6e24efe367454fe68e617fd697ad8061104cd8a1254d7502b094f7b0876,Seattle business owners warn violent crime is happening on a near hourly basis: ‘This is madness’,IE,None,None,None,1
14,05c1acb354f29d84872d66b8d64a50047b2a40380efa9710887b2fdc5fb5cd54,"Biden campaign struggles with Jewish voters amid Israel-Hamas war abroad, antisemitism at home: report",IE,IE,IE,IE,0
15,8bdd6e0e15413b4d6696e9ad2a65a1e158be30d83387273099eb7e10e1076ca9,Iran warns of 'explosion' in Middle East if war in Gaza continues: report,IE,IE,None,IE,0
16,edef0adea3652d4a6deb8409223c372b5ecb934a5d5f1c23aadb9024c7e8ab87,Hezbollah leader’s ‘new phase’ warning to Israel,IE,IE,None,IE,0
17,78547805ecb4dece116a31fc250f513c373a9bb196c21315f77445e3e1d607ed,US sanctions Israeli group for attacking Gaza aid convoys,VE,IE,IE,IE,0
18,f9772f3a1cb8020d5c03439a70220186e1172a584c3eb5d1758e506f211d60d5,Harris and Trump deadlocked in Pennsylvania as former president trails in other 'blue wall' states: poll,None,None,None,None,1
19,e3f14aefeb3a38550b742a3e565c4ba0dec5734a61a5a7ace667c0daf4be4106,Palestinian artist’s work haunted by war on Gaza,IE,IE,IE,IE,0
20,41af04557d487c32ab4184098bdd2700d88aa50e359a05e1076fe7d3f6a98e90,"House leftists include antisemitism in resolution condemning Islamophobia, 'anti-Palestinian discrimination'",None,IE,IE,IE,0
21,3f1ae48debac4f2328017bf8723c65700d992442a416096db0287a542a851324,Scotland's papers: Hamas attacks Israel and Labour conference,IE,VE,VE,VE,2
22,9ae4690d3e07b1b0c707970b09a6b154e34a1dd93c83e14949d151fc567fdf28,Israel strikes Lebanon for second day,VE,VE,VE,VE,2
23,2d122cfa876ad05a735dada2f67655719cdee1d0316bb3605b2f57b67ad1ae04,Iran's attack on Israel shines spotlight on Tehran's advancing nuclear weapons program,IE,VE,VE,VE,2
24,e4584f5312de273baf6b786df8dabecd3e63b81006216d32afe49dc4f650a229,"Qatar, Egypt question future of Gaza talks after Haniyeh’s killing",IE,IE,IE,IE,0
25,20280ae1081b0f6d7e4466efdd02c5c2b1b5331628d73a2471ccfd8b0aef1dec,Gaza war: Palestinians flee as Israeli forces go back into Jabalia,VE,VE,VE,VE,2
26,08262d5c1540fea243e3996a860eb1292fe688112b8320c040d62f52d6739526,The Global Story - Israel-Hezbollah: Averting war? Or closer to it?,None,None,None,None,1
27,800eb069d8cbf614075927946be0b53696ca7ad01c0e846de2976b0c59b2d1e6,How doctors in Gaza persevere amid Israel attacks,VE,IE,IE,IE,0
28,fa328d363991a1290764db0797bfcd4c7d2849f2f77ac2276b316f460bd1e93e,"HARDtalk, Aida Touma-Sliman: What does war mean for Israel's Arab population",IE,None,IE,IE,0
29,4091a28d7658f4489f04a1aa0bf2ca5c434f6a5fbdfe84675a5b4c014f830b75,"Queers for Palestine? Group offers $1 million for LGBTQ advocacy org to hosts Pride parade in Gaza, West Bank",None,IE,IE,IE,0
30,3df037662106e79175b43f78ad4ae77f709a44bc2b2b8f9efde37e436b1bbd87,Ex-Obama adviser says Biden faces 'big problem' as young voters call him 'Genocide Joe' amid Gaza war,None,IE,IE,IE,0
31,62b3f45afefe6a546a373579459c99af8cd582fd2ccdf707b21c5822b058a9a7,Bangladesh authorities detain student protest leaders in hospital,VE,None,None,None,1
32,577cfa5464a31a756ce5476652c880753143ab4851e7951b8dfa20193a9c15bf,Israelis strike for Gaza deal after more captives found dead,VE,VE,IE,VE,2
33,44087087d919d571009cadeb475d88ce2c4f46d98e964db173ee69a3bdb19102,Israeli attack on residential area in south Gaza kills at least 29 people,VE,VE,VE,VE,2
34,3be68ec074df45807e72e32fbf721e41c98646909f53c0ad45813059a77ee45e,"Israeli army raids Jenin, kills several Palestinians",VE,VE,VE,VE,2
35,2d64f511db276e9b6bd68830573be06af6d722ddb95262c84e486657e0872fe2,9 dead after overnight strike in Gaza's Khan Younis following Israel's mass evacuation orders,VE,VE,VE,VE,2
36,41c8ecc35398648af3a5dff94739c15cb000512ff230d8845617d212bf935a3b,Netanyahu orders military to plan evacuations from Rafah,IE,IE,None,IE,0
37,f81f9117ca73f2ea746e9367e40482094f60ec5d7e1b3a0d46a2c10a7c81f982,"Hezbollah leader threatens Israel, says there is no fear of war following death of top Hamas official",IE,IE,None,IE,0
38,417449caf638816891822297494e3afb5682dec8bf0263cd4d3e156f313c995a,Austin says US support for Israel unshakeable as Gaza ceasefire calls grow,None,None,None,None,1
39,ff464513c97cb2d8d023021f3f6fb3b324d8036a1e9e6ccc4fdc726acda90314,Iran 'one to two weeks away' from weapons-grade nuclear material as US continues sanctions relief,None,None,IE,None,1
40,cdeb4b6b946ad4121f414c097f4531e52d6ed8772a7ebe720bf4e434587ef2ca,"Israel’s war on Gaza: List of key events, day 183",None,None,None,None,1
41,5177ff3ce68877923830f85a3c2567e82e3e91b280eacae4341124c476f58831,Israel to investigate strapped wounded Palestinian to jeep,VE,VE,None,VE,2
42,5588298898249f035c8a60939b675de0da97cfe08dba44a02fa660b6099189c4,Israeli military kills 28 after Netanyahu signals Rafah invasion plan,VE,VE,VE,VE,2
43,3050f9a00d6a8e1a13eb5f9ae125870aad5d89ac786e527009e757a675c5c89e,Blinken says 'time is now' for Israel-Hamas deal in Gaza,None,None,None,None,1
44,20297f5e13448c1bfa82eceeaa9b42500f43a2b178dc4bf317912e82b8fcb767,Iranian-American lawyer whose response to anti-Israel protesters went viral predicts new 'world war',IE,IE,None,IE,0
45,f146b9aaf7a4d4b03fc92e9da7f83cd700d3e7f15e05827039d417ed009845d0,Anti-Israel protesters light flares by NYC exhibit for Oct. 7 music festival victims: 'Long Live the Intifada',VE,IE,IE,IE,0
46,8d93518bb44d295269d85360c8b583ee1667763e96c4267a65a83267c0ed5eb4,"Harris boycotts Netanyahu, snubs Israeli leader's wartime address to give sorority speech",None,None,IE,None,1
47,508639ae12f432b12a757d3e66f596e0d7df9fe034bdd10147aed1903afe7ae1,TikTok star dons dress in honor of Israeli hostages at the Grammys: 'Bring them home',VE,IE,IE,IE,0
48,e87da5cd487140221fce171008aaa89bd18df8fc75210efbd15c8bb18c2cbb76,Doctor pleads with world after attack on Gaza hospital grounds,VE,VE,IE,VE,2
49,44ccb86ce7d0a37e3bda0fc8fe182d58f0fe6f00156d69850cd95dbda997f5e0,"Over 20,000 children buried, trapped, detained, lost amid Gaza war: Report",VE,IE,VE,VE,2
50,e257e8a66be3612943273b6ed5aeb3bad6e765cb8d8ae13183a510ce6a763133,Israeli settlement expansion in Palestinian areas amounts to war crime: UN,VE,IE,VE,VE,2
51,c117f09b76c7568aa52c76eff895b36a4a26ce8e8cdfded5099c36195299b0e1,Israeli forces launch deadly raids in occupied West Bank,VE,VE,VE,VE,2
52,496ce6a51d2f11628ef576926454aec5ac9dd5ab334c77c5fc3d6c548f6c9552,UN demands Israeli forces end support of settler attacks in West Bank,VE,IE,IE,IE,0
53,088c0a6e1fc3afc56d0225a29573242af590ceedf81138e3208b5779ed9728f7,Aid agencies withdraw staff from Gaza hospitals,VE,IE,IE,IE,0
54,db907b7e82e33447c50f477f52e763e982531873e3689e3b57c385b102f0f2f1,Pro-Palestinian protest in London sees thousands call for bombing to stop,VE,IE,IE,IE,0
55,937b5349c2c4b36dde78228b9c94298265da26f0cb31ec75fbc76f1baf26b850,"Hamas terrorists release footage of six slain hostages, promise to share 'last messages'",VE,VE,VE,VE,2
56,4279d476f91cd95c68bf81cbea6ca2ac4438ad4db321540314ab04f2c0c464be,Echoes of a massacre: Tales from Israel’s attack on al-Tabin School,VE,VE,IE,VE,2
57,330c28e57a42cdff438d2abd41543cb3ec8fd55b8774554ab792b054bcbfc79a,West Bank: Palestinian man killed after Israeli boy goes missing,VE,VE,VE,VE,2
58,482ba3d572b1e46f8e0bc913862dc1a2ccbdecfd49b545e1ef17e554ecb846bb,"From Papua to Gaza, military occupation leads to climate catastrophe",IE,IE,IE,IE,0
59,541f93e3fc3257bee800118936d45a09dc1c36635a6b315a9142a05e4a2bd3cc,‘Pure terrorism’: World reacts to Israeli settler attack in West Bank,VE,VE,VE,VE,2
60,1d19eb17ca81abb26ba78892d1e453edfb9b990b8af1bd681dfeaa50c05edcfb,"Israeli police thwart alleged ISIS terror plot against Jerusalem stadium, police station",VE,IE,VE,VE,2
61,2af9b95b0fe8d45e05f1ed38ae3863be62fb563b8fb6238287b5b85428e6c6e1,Photos: Protests as UN court hears genocide case against Israel over Gaza,VE,IE,IE,IE,0
62,45f3a1bbd723d78166d996313feab4ef66b991c29f1dc9ea31cfa03299128761,Biden's energy policy ripped by Republican governors: 'Done nothing but attack American energy',None,None,None,None,1
63,84ac593d207c230c9af7009e9dc4ff8578f121d7d4f1ede82ffab7a92ba82e82,Israel strikes within Lebanon after Hezbollah ballistic missile forces millions in Tel Aviv into bomb shelters,VE,VE,VE,VE,2
64,dac4c23a0c037b0128f88d040ce5120e98b102673d168e695a22f244846896de,What life is like for Palestinians living under Israeli occupation,IE,IE,IE,IE,0
65,4b7306e40b9928835122e457b7effffc384de63b8b8ab7e042e002f24d5300e5,Israel-Gaza war: Thousands join pro-Palestinian march in London,VE,IE,IE,IE,0
66,6579f1295e76b0c0c01455cf635512919c31681927656a3cdca502d2dff9d0ae,"Pro-Palestinian protesters light Israel flag on fire in New York City, trample flyers for Hamas terror victims",VE,IE,IE,IE,0
67,322eaacf52c8ac29ecc19c344f9c87c92e1e47f507c227a3e7892c9d0fcf60d7,"Israel steps up attacks in Lebanon, kills Hamas official",VE,VE,VE,VE,2
68,eab7681216ad99250821aa73538b2b3c48873eae9e7873a7ab3af643ded17b18,Israeli military is making adjustments to its deployment in Gaza,VE,None,VE,VE,2
69,34fe26cd488ad7c8f07e0c8a8cd38196e7f09e2fcb0bbca1094c928b7bbf6458,How to distract a starving child: Hunger in Rafah amid Israel’s war on Gaza,VE,IE,IE,IE,0
70,195e5c2492ffd927cd54be569019a1fbea00681d713c5a9abfb0c22fb722d6b6,Pressure builds for colleges to close or shut down anti-Israel encampments amid death threats toward Jews,None,IE,IE,IE,0
71,65c9255d80807b6886602ed7ef15abee1cc4d56fef877a599aac54d27a1e18b7,US presidential candidate speaks out after anti-war protest arrest,None,IE,IE,IE,0
72,1a8e3680c93f66a35fa8c91ae2445874a60534d504a23b4573be90a7810599fd,Islamic State attack kills 18 truffle hunters in Syria,None,None,VE,None,1
73,f55c48a5457419bb1958dbd6c89c96ec673a29d57aac13142bc82fb87c5060df,Israeli tanks renew advance into Khan Younis in southern Gaza,VE,VE,VE,VE,2
74,8db982fd70141f41f09246819cddee3d355b7d2d6bb3f70982a7c6ff306aebee,Columbia University mulls arrest power for campus cops after anti-Israel protests disrupted school: report,None,IE,IE,IE,0
