word,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent
contracts,0.090909091,0.212121212,0.148148148,0.111111111,0.052631579,0.109666667,0.1369,0,0.2202,-0.4767
costly,0.24137931,0.105263158,0.068965517,0.047619048,0.04,0.110042857,-0.06275,-0.1027,-0.1027,0.5859
injustice,0.068965517,0.333333333,0.157894737,0.217391304,0.222222222,0.11045,-0.695355556,-0.653966667,-0.62402,-0.630966667
idea,0.081896552,0.037037037,0.087431694,0.070754717,0.069518717,0.110978947,0.064775,0.0140875,-0.089493333,0.167353846
recognition,0.146341463,0.075,0.131578947,0.075,0.095238095,0.111833333,0.258066667,0.33244,0.299133333,0.495125
names,0.082352941,0.102941176,0.055555556,0.0875,0.088235294,0.112071429,0.012728571,0.074,-0.221614286,0.104
limiting,0.15625,0.206896552,0,0.176470588,0,0.11214,-0.005466667,0,0.1581,0
needed,0.162790698,0.112359551,0.06547619,0.114942529,0.058823529,0.112278571,-0.06965,0.201645455,-0.02122,-0.040675
kinds,0.119047619,0.127659574,0.135135135,0.108695652,0.022727273,0.1125,0.0202,0.3639,0.3021,0.4019
aisle,0.111111111,0.2,0.1,0.227272727,0.285714286,0.11315,0.42185,0.11315,0.63506,0.233575
leverage,0.103448276,0.073170732,0.157894737,0.128205128,0.090909091,0.113333333,0.414033333,0.344616667,0.39224,0.4303
permits,0.075,0.08,0.105263158,0.272727273,0,0.113333333,0,-0.44115,0.0043,0
compromised,0.285714286,0.266666667,0.15,0.041666667,0.083333333,0.113366667,0.08585,-0.091066667,-0.1027,0.4767
data,0.04379562,0.122923588,0.075,0.101851852,0.056603774,0.1136,0.062659459,0.227716667,-0.047360606,-0.096225
moves,0.06557377,0.121621622,0.06557377,0.15942029,0.039215686,0.114075,-0.055344444,0.09545,-0.069072727,-0.0306
somebody,0.151515152,0.264705882,0.135135135,0.047619048,0.233333333,0.11472,0.072677778,0.10304,-0.0901,0.157971429
insurers,0.16,0.285714286,0.101694915,0.037735849,0.040816327,0.1151125,-0.115241667,0.097316667,-0.3389,-0.295
phone,0.085365854,0.074324324,0.051948052,0.034682081,0.074626866,0.116164286,-0.126218182,0.0540125,0.174283333,-0.25253
come,0.080074488,0.083003953,0.097378277,0.097328244,0.070422535,0.116818605,-0.024921429,0.030638462,0.07472549,0.028653333
sleep,0.233333333,0.1,0.1,0.118644068,0.111111111,0.117057143,-0.525525,-0.2443,0.048642857,-0.209475
presence,0.076086957,0.1,0.12,0.111111111,0.08,0.117328571,0.015944444,0.094541667,-0.0414375,0.0991
reducing,0.239130435,0.153846154,0.08,0.075,0.111111111,0.118545455,0.262416667,-0.055175,0.2557,0
deported,0.4,0.083333333,0.19047619,0.225806452,0.08,0.1196125,-0.05625,-0.402175,-0.378728571,-0.86135
permission,0.1,0.153846154,0.048780488,0.214285714,0.21875,0.1204,0.066983333,0.2294,0.013533333,0.117142857
counterterrorism,0.046153846,0.036585366,0.132352941,0.064935065,0.041666667,0.1204,-0.771866667,0.058588889,0.05092,0.49905
key,0.053475936,0.055865922,0.078431373,0.094736842,0.048484848,0.12071,0.02501,0.09724375,0.146133333,-0.0277375
diversity,0.134615385,0.153846154,0.136842105,0.119402985,0.066666667,0.120728571,0.021375,0.2803,-0.047725,-0.13724
founded,0.097560976,0.038461538,0.078125,0.14,0.022222222,0.12095,0.17,0.182,0.0299,0
native,0.076923077,0.083333333,0.032258065,0.083333333,0.068965517,0.121142857,0.077,-0.304166667,-0.190633333,-0.044475
management,0.084210526,0.073684211,0.058333333,0.081818182,0.048192771,0.1213375,0.248314286,0.327171429,0.0322,0.33265
territory,0.083333333,0.086666667,0.075,0.160305344,0.051282051,0.121790909,-0.188246154,-0.132066667,-0.10367619,-0.223583333
looking,0.079439252,0.102880658,0.09787234,0.075313808,0.065,0.122005882,0.01848,-0.004634783,-0.104327778,-0.065384615
emerged,0.072727273,0.071428571,0.113636364,0.150943396,0.024390244,0.122525,0.089233333,0.18518,-0.1182375,0
eligible,0.216216216,0.069767442,0.057142857,0.127272727,0.15625,0.1234,0.093033333,0.50065,0.281442857,0.29852
assets,0.063829787,0.217391304,0.081632653,0.14893617,0.098039216,0.123433333,-0.16798,-0.0488,-0.034157143,-0.275
spending,0.108695652,0.123809524,0.066666667,0.037234043,0.039106145,0.12411,0.163619231,0.120175,0.137671429,-0.032028571
effectiveness,0.153846154,0.272727273,0.071428571,0.12,0.1,0.124225,0.019483333,0.3612,0.2391,-0.11235
raise,0.115384615,0.09375,0.136363636,0.096385542,0.088607595,0.124425,-0.267222222,-0.023733333,0.031525,0.032657143
subject,0.088235294,0.1484375,0.066037736,0.076086957,0.071428571,0.124566667,-0.247915789,0.057,-0.036971429,-0.126928571
wing,0.4,0.088888889,0.5,0.424242424,0.4,0.124666667,-0.1951,-0.078877273,-0.011828571,0.01593
established,0.050847458,0.08045977,0.098591549,0.126315789,0.044117647,0.124666667,0.175014286,0.308228571,0.102725,0.072633333
owe,0.086956522,0.333333333,0.25,0.166666667,0.25,0.125,0.28304,0.35072,0.125,0.1726
clash,0.19047619,0.085714286,0.0625,0.178571429,0.130434783,0.125,-0.0922,0.125,-0.45542,-0.0972
figure,0.08045977,0.058333333,0.072164948,0.079646018,0.123287671,0.125057143,0.099714286,-0.067914286,-0.012744444,-0.047244444
promise,0.075471698,0.184397163,0.193548387,0.152542373,0.113402062,0.125125,0.264215385,0.3631,0.480972222,0.437090909
talked,0.074074074,0.030769231,0.073529412,0.061538462,0.04,0.12675,0.2167,-0.10746,-0.031425,-0.13785
contact,0.070175439,0.098039216,0.079365079,0.03125,0,0.12765,-0.05418,-0.02166,0.0129,0
cabinet,0.007518797,0.036764706,0.037634409,0.035087719,0.027272727,0.128,-0.15792,0.050285714,-0.388475,-0.040666667
connections,0.032258065,0.071428571,0.146341463,0.03125,0.05,0.128,-0.2263,-0.26705,0,0
favor,0.139784946,0.153061224,0.142857143,0.183673469,0.12195122,0.128353846,0.3099,0.45876,0.294961111,0.21335
fresh,0.044444444,0.162790698,0.104166667,0.06,0.140350877,0.1289,0.280357143,0.18778,0.0778,0.0284875
kids,0.184,0.081395349,0.091836735,0.111111111,0.162162162,0.129434783,0.478,0.069077778,0.280066667,-0.142516667
huge,0.072072072,0.114649682,0.111940299,0.11627907,0.06741573,0.1295,0.037544444,0.17924,0.093426667,0.2523
businesses,0.105691057,0.153225806,0.083333333,0.094488189,0.0625,0.129538462,0.125,-0.0894,-0.054233333,0.2322
employment,0.121212121,0.24137931,0.074074074,0.021276596,0.038461538,0.13005,0.266328571,0.1829,0.5423,0
senators,0.067567568,0.072,0.085470085,0.097826087,0.036585366,0.13006,0.041166667,-0.04125,-0.095344444,0.0429
scheme,0.142857143,0.333333333,0.1,0.3125,0.28125,0.1302,-0.200071429,-0.58735,-0.19332,-0.393333333
convince,0.086956522,0.111111111,0.090909091,0.227272727,0.086956522,0.1303,0.25,0.5106,0.46424,0.3452
supposed,0.1,0.113924051,0.051282051,0.077669903,0.163636364,0.130611111,-0.0646,0.3141,-0.186575,-0.191044444
approve,0.172413793,0.137931034,0.142857143,0.157894737,0.068965517,0.13194,-0.13835,-0.7095,0.196133333,-0.125
waiting,0.164383562,0.034090909,0.052631579,0.024691358,0.057142857,0.1321,0.0086,0.00395,0,-0.19125
gotten,0.075,0.055555556,0,0.0625,0.206896552,0.133966667,-0.0098,0,0.0644,-0.181083333
stick,0.102564103,0.045454545,0.233333333,0.304347826,0.16,0.134,0,0.185842857,0.071042857,0.0437
consequences,0.11827957,0.2,0.081632653,0.092105263,0.112359551,0.134027273,0.008976471,-0.351425,-0.250814286,0.02284
priority,0.142857143,0.14893617,0.151162791,0.055555556,0.102941176,0.134727273,-0.059628571,-0.025438462,0.08102,0.022214286
homeland,0.063291139,0.01459854,0.067226891,0.024193548,0.060606061,0.13598,0.1244,0.262625,-0.1225,0.16235
close,0.073359073,0.031372549,0.115384615,0.077220077,0.084821429,0.136189474,-0.0439625,-0.011386667,-0.258195,0.100926316
work,0.103311258,0.130325815,0.09375,0.091503268,0.07800312,0.136520513,0.0878625,0.095601333,0.084328571,0.184856
loyal,0.166666667,0.068965517,0.216216216,0.25,0,0.13654,0.59215,0.4031125,0.746616667,0
combined,0.037735849,0.095238095,0.087719298,0.046511628,0.029411765,0.1366,-0.0788,-0.05346,0.0124,0.0976
approach,0.051428571,0.067484663,0.130952381,0.065868263,0.041176471,0.136844444,0.132818182,-0.101486364,-0.246181818,-0.043414286
cigarettes,0.333333333,0.090909091,0,0.153846154,0.3125,0.1376,-0.06625,0,0,-0.03878
increase,0.140350877,0.11,0.102857143,0.095505618,0.115942029,0.137629167,0.276754545,0.238122222,0.360047059,0.19566875
apply,0.083333333,0.236842105,0.12,0.321428571,0.071428571,0.1382,0.048944444,-0.0193,-0.005533333,-0.1591
disabilities,0.228571429,0.206896552,0.176470588,0.111111111,0.179487179,0.138225,0.360575,-0.277766667,-0.03205,0.349357143
interests,0.123287671,0.242424242,0.172839506,0.132450331,0.144927536,0.139244444,0.300875,0.256157143,0.226635,0.382815
solve,0.066666667,0.04,0.178571429,0.034482759,0.142857143,0.13975,0.6597,0.35664,0.6597,-0.303366667
doctors,0.085106383,0.084507042,0.082191781,0.028571429,0.115789474,0.139775,0.068466667,0.137233333,0.429166667,-0.021018182
existed,0.2,0.08,0.294117647,0.210526316,0.2,0.140225,0.1366,0.05636,0.316475,0.221466667
legislation,0.123152709,0.153526971,0.097826087,0.122340426,0.068027211,0.140276,0.042778378,0.14535,0.146969565,0.30527
average,0.080808081,0.057142857,0.081818182,0.020408163,0.03030303,0.140625,0.063516667,0.360211111,-0.23835,-0.042033333
plant,0.105263158,0.1,0.073170732,0.060606061,0.189189189,0.14165,-0.328366667,-0.257233333,0.10185,0.045457143
exchanges,0.128205128,0.137931034,0.2,0.022727273,0.051282051,0.14192,0.1101,-0.36984,0.4767,0.3404
subsidy,0.416666667,0.176470588,0.083333333,0.090909091,0,0.14482,-0.1792,0.3182,0,0
distance,0.125,0.272727273,0.261904762,0.058823529,0.153846154,0.14505,-0.063311111,0.195072727,0.59115,-0.07955
candidates,0.043859649,0.067669173,0.078787879,0.074074074,0.085714286,0.14528,0.215433333,0.204907692,-0.12279,-0.078383333
appointment,0.068493151,0.160714286,0.152941176,0.086206897,0.066666667,0.14554,0.060688889,0.072284615,-0.04638,0.1468
influence,0.113924051,0.171270718,0.125,0.094117647,0.086092715,0.145683333,0.077622581,0.066647619,0.1977125,0.151923077
filled,0.096153846,0.086956522,0.037735849,0.078431373,0.102564103,0.14574,-0.0683,-0.1366,-0.589575,0.017525
choices,0.125,0.175,0.105263158,0.04,0.052631579,0.14595,0.042542857,0.15595,0,0
courts,0.042944785,0.201612903,0.074534161,0.174825175,0.0625,0.1468,-0.100524,-0.1406,-0.029688,-0.0333625
needs,0.139737991,0.15,0.142180095,0.103626943,0.095,0.147396875,0.183848485,0.138146667,0.01397,0.116205263
exit,0.122807018,0.125,0.063829787,0.030769231,0.081967213,0.147485714,-0.1433625,0,-0.2231,0.19758
right,0.153992395,0.169381107,0.159277504,0.14213198,0.127659574,0.148101235,0.084859615,0.004189691,0.049491667,-0.030787879
electricity,0.172413793,0.16,0,0.043478261,0.304347826,0.1486,0.0163,0,0.0516,-0.062914286
version,0.037974684,0.141025641,0.081967213,0.107692308,0.044117647,0.148733333,0.049672727,0.01052,0.135685714,0.152033333
steps,0.095890411,0.105769231,0.088888889,0.20212766,0.106666667,0.148971429,0.014809091,-0.033775,0.193736842,-0.0704625
agree,0.053763441,0.139130435,0.173469388,0.075471698,0.090909091,0.14926,0.2871125,0.322535294,0.3459125,0.2708375
design,0.104166667,0.068181818,0.035714286,0.064516129,0.05,0.14952,0.106066667,0.1591,-0.2202,-0.20095
motivated,0.162162162,0.267857143,0.162790698,0.159090909,0.1,0.149683333,0.114973333,0.324542857,0.197214286,0.01635
mission,0.074766355,0.04040404,0.11,0.064516129,0.078651685,0.1499875,0.010825,0.290618182,0.102066667,0.421514286
community,0.139805825,0.130522088,0.160541586,0.110220441,0.093495935,0.150143056,0.144215385,0.205198795,-0.007749091,0.133336957
resources,0.18115942,0.135714286,0.158940397,0.125786164,0.104166667,0.150436,0.104478947,-0.163308333,0.17447,-0.04034
tell,0.06993007,0.093333333,0.099236641,0.05625,0.11965812,0.15044,0.192642857,-0.051269231,-0.007133333,0.330335714
forward,0.081871345,0.066666667,0.097560976,0.13125,0.070063694,0.150664286,0.133045455,0.16973125,0.028857143,0.052909091
knowledge,0.082191781,0.108108108,0.040540541,0.113924051,0.0625,0.1512,0.240575,-0.118666667,-0.065844444,0.37325
document,0.06,0.035714286,0.088235294,0.108695652,0.0625,0.152166667,0,-0.3112,0.27314,-0.1591
surrounding,0.089285714,0.016393443,0.071428571,0.083333333,0.044444444,0.1523,-0.4215,-0.22965,-0.266325,0.3062
fed,0.174603175,0.052631579,0.05,0.125,0.060240964,0.152736364,0,0.1204,-0.14954,0.08038
mom,0.0625,0.027027027,0.084745763,0,0.142857143,0.152833333,0,-0.07676,0,-0.21692
undermining,0.083333333,0.555555556,0.363636364,0.277777778,0.111111111,0.1531,-0.28622,-0.36635,-0.23464,-0.3715
economic,0.10982659,0.126373626,0.088571429,0.053619303,0.055555556,0.153118421,-0.005165217,-0.069222581,-0.016395,-0.082938889
offer,0.137142857,0.125827815,0.118881119,0.086666667,0.072463768,0.155016667,0.249484211,0.175411765,0.175815385,0.12536
thinks,0.104166667,0.106382979,0.192307692,0.06,0.156862745,0.1556,-0.28282,0.16515,0.607733333,0.0301
threw,0.346153846,0.055555556,0.235294118,0.125,0.066666667,0.156588889,0,0,0.4219,0.5267
march,0.037931034,0.008902077,0.073298429,0.041237113,0.034383954,0.156981818,0.133966667,0.072835714,-0.0164,0.253483333
curb,0.192307692,0.21875,0.060606061,0.153846154,0.038461538,0.15718,0.082771429,0.13795,-0.1643,0.875
provided,0.144230769,0.169354839,0.142857143,0.107142857,0.08411215,0.15768,0.176114286,0.150447368,0.020875,0.181566667
reform,0.052980132,0.088669951,0.065326633,0.10619469,0.058823529,0.15785,0.103966667,0.039307692,0.092029167,0.220222222
relationship,0.125786164,0.107954545,0.136125654,0.09352518,0.150684932,0.15872,0.178478947,0.028188462,-0.097246154,0.097822727
housing,0.144927536,0.085106383,0.0875,0.017241379,0.102941176,0.15949,0.0267625,0.242614286,-0.4404,-0.111285714
requirements,0.125,0.209302326,0.102564103,0.177777778,0.05,0.16006,-0.064755556,0.16485,-0.159375,-0.3991
reality,0.046296296,0.084615385,0.051470588,0.046511628,0.097826087,0.1601,-0.013209091,0.560171429,0.083916667,-0.232644444
natural,0.157894737,0.131313131,0.111111111,0.066037736,0.036363636,0.160744444,0.121976923,0.350666667,0.188928571,0.3612
snow,0.078125,0,0.024390244,0,0.051282051,0.16076,0,0,0,0.20095
station,0.071428571,0.016129032,0.076923077,0.059701493,0.02739726,0.161166667,0,-0.038957143,0.04745,0
access,0.157181572,0.110032362,0.110769231,0.086734694,0.087947883,0.162837931,0.079232353,-0.022663889,0.017376471,0.140714815
dismantle,0.391304348,0.291666667,0.214285714,0.28125,0.25,0.163755556,0.224414286,0.100622222,0.0388,0.1715
treat,0.305084746,0.272727273,0.166666667,0.086956522,0.141025641,0.163938889,0.399909524,0.417966667,0.164533333,0.184563636
leads,0.073170732,0.12244898,0.068965517,0.181818182,0.035714286,0.164,0.0512,-0.29435,-0.020333333,-0.2927
box,0.088235294,0.272727273,0.090909091,0.078947368,0.16,0.1642,0.153,0,0.153,0.10865
liberties,0.048387097,0.046875,0,0.11627907,0.053571429,0.164666667,0.3719,0,0.57906,0.5795
ready,0.137931034,0.13559322,0.128205128,0.142857143,0.071428571,0.16585,0.19925,0.25304,0.31848,0.364216667
stayed,0.102564103,0.029411765,0.191489362,0.095238095,0.104166667,0.16645,0,0.071344444,0.4418,0.30846
present,0.040540541,0.142857143,0.038461538,0.157407407,0.103448276,0.166666667,-0.185264286,0.17665,0.085876471,0.065177778
pockets,0.148148148,0.14893617,0.095238095,0,0.181818182,0.167625,-0.097542857,0.1245,0,-0.2482
governing,0.117647059,0.052631579,0.15625,0.1875,0,0.167875,-0.0593,-0.01633,0.260011111,0
assist,0.204545455,0.142857143,0.069767442,0.131578947,0.060606061,0.168266667,-0.053175,0,-0.04888,-0.05035
telling,0.147058824,0.096774194,0.151515152,0.102941176,0.08,0.16909,0.063683333,-0.13061,0.097,-0.059533333
ballot,0.192307692,0.162162162,0.063829787,0.127906977,0.050847458,0.169473333,0.286325,0.31895,0.190927273,0.318366667
embassy,0.06557377,0.038461538,0.030927835,0.076190476,0.086956522,0.16955,-0.045275,0.227666667,0.1027375,0.127975
bearing,0.103448276,0.108108108,0.15,0.161290323,0.227272727,0.1702,-0.1067,0.10615,-0.16294,0.03562
guarantees,0.166666667,0.074074074,0.272727273,0.2,0.083333333,0.1702,-0.60465,0.376483333,0.18044,0.5106
knows,0.04109589,0.098765432,0.101694915,0.074074074,0.071428571,0.172533333,0.0687875,-0.201333333,-0.031733333,0.0601
maintain,0.13559322,0.125,0.16,0.083333333,0.096774194,0.172625,0.23741,0.162591667,0.06684,0.280333333
supported,0.05785124,0.034482759,0.168067227,0.137614679,0.038095238,0.173342857,0.06702,0.287935,0.21608,0.085925
commit,0.058823529,0.225,0.037037037,0.1,0.137931034,0.1738,-0.017988889,0.7845,0.296,0.0362
professional,0.121212121,0.125,0.170731707,0.236842105,0.142857143,0.175075,-0.104225,-0.156228571,0.221944444,-0.046316667
developed,0.063829787,0.12962963,0.034482759,0.109090909,0.108108108,0.175566667,0.189742857,0.148,0.112966667,0.02025
clear,0.051671733,0.101333333,0.083557951,0.094285714,0.048701299,0.175705882,0.2872,0.3288,0.312060606,0.207126667
ministry,0.070422535,0.041666667,0.012820513,0.05,0.015625,0.17616,-0.23194,0.296,0.1101,0.4019
resolve,0.081632653,0.166666667,0.046875,0.050847458,0.094339623,0.17625,0.215522222,0.342166667,0.4489,0.2044
education,0.092356688,0.077844311,0.068181818,0.053221289,0.073717949,0.176444828,0.203776923,0.171341667,0.046547368,0.303234783
product,0.106382979,0.087719298,0.036363636,0.083333333,0.040816327,0.17744,0.4164,0.21075,-0.03632,0.23835
ability,0.12244898,0.113475177,0.15037594,0.158227848,0.148760331,0.178027778,0.142825,0.200945,0.206928,0.193616667
assess,0.206896552,0.15,0.125,0.15,0.076923077,0.178483333,0.177,-0.0164,-0.127433333,-0.4019
hopes,0.061068702,0.083916084,0.118881119,0.103174603,0.050847458,0.1787875,-0.078933333,0.390288235,0.539107692,0.304816667
carefully,0.235294118,0.095238095,0.130434783,0.230769231,0.153846154,0.1793,0.27475,-0.041933333,0.4119,-0.13695
easily,0.083333333,0.03125,0.12195122,0.081081081,0.085714286,0.1796,0.7016,0.1775,0.289916667,-0.109616667
drivers,0.470588235,0.4,0.25,0.083333333,0,0.1801125,-0.0282875,0.0657,0,0
definitely,0.137931034,0.032258065,0.176470588,0.09375,0.157894737,0.18025,-0.5859,0.4237,-0.256633333,0.580966667
lift,0.263157895,0.108695652,0.114285714,0.026315789,0.16,0.18137,0.14272,0.0276,-0.7717,0.20605
lands,0.194444444,0.259259259,0.10619469,0.055555556,0.168831169,0.181566667,0.033219048,0.103333333,0.281,0.122646154
marketplace,0.121212121,0.266666667,0,0.032258065,0,0.18165,0.11385,0,-0.0772,0
model,0.05,0.046511628,0.031746032,0.048076923,0.085365854,0.1819,0.053075,0,0.09258,-0.126042857
size,0.092592593,0.113207547,0.146341463,0.03125,0.090909091,0.18264,-0.187766667,-0.082316667,-0.3612,0.030366667
agreement,0.065326633,0.091324201,0.120535714,0.079710145,0.046666667,0.183230769,0.39254,0.476222222,0.2719,0.450014286
elections,0.068807339,0.125523013,0.088983051,0.0969163,0.050561798,0.184853333,-0.053156667,-0.056766667,0.076990909,0.374
advantage,0.13559322,0.31372549,0.147058824,0.049180328,0.157142857,0.185,0.04856875,-0.02105,0.060266667,-0.018145455
base,0.040650407,0.097087379,0.11827957,0.081967213,0,0.18566,0.12258,0.133690909,0.11225,0
recipients,0.291666667,0.136363636,0,0.159090909,0,0.186457143,0.058833333,0,0.062214286,0
wage,0.204545455,0.314285714,0.129032258,0.037037037,0.064516129,0.1866,0.250531818,-0.05765,-0.4196,-0.10115
desire,0.162162162,0.068965517,0.096153846,0.136363636,0.1,0.1869,0.460475,0.32782,0.22615,-0.41805
immediate,0.077922078,0.133333333,0.078125,0.179104478,0.035714286,0.187133333,-0.078925,0.00284,-0.159391667,-0.3068
reserves,0.108695652,0.08,0.026315789,0.083333333,0.125,0.18784,0.3286,0,0.098666667,-0.306466667
vocal,0.08,0,0.355555556,0.16,0.107142857,0.18795,0,0.12124375,0.006275,-0.055733333
expansion,0.147058824,0.061538462,0.027027027,0.056603774,0.097560976,0.1882,-0.225075,-0.1909,-0.204133333,0
joining,0.0625,0,0.210526316,0.078431373,0.15,0.1884,0,0.1066875,0.031,-0.135716667
truth,0.070588235,0.171717172,0.12,0.125,0.231578947,0.188466667,0.156170588,-0.027791667,0.134225,0.208163636
entry,0.142857143,0.333333333,0.12244898,0.133333333,0.078947368,0.189,-0.079936364,-0.021833333,-0.256716667,0.3358
regulatory,0.108695652,0.066666667,0.173913043,0.142857143,0.027777778,0.18964,0.36985,0.0948625,0.17964,0
space,0.057971014,0.079545455,0.033613445,0.103448276,0.057971014,0.190375,0.039428571,0.4809,0.135044444,0.256575
operating,0.112676056,0.050847458,0.115942029,0.176470588,0.108695652,0.19065,0.091066667,-0.0373375,-0.246511111,-0.02824
tribes,0.086956522,0.208333333,0.130434783,0.08,0.047619048,0.1909,-0.12888,-0.1204,-0.17665,0.296
joined,0.017094017,0.05,0.136986301,0.091603053,0.086021505,0.1909,-0.050583333,-0.057705,-0.047008333,0.051025
youth,0.12,0.068181818,0,0.088888889,0.166666667,0.1911,-0.0277,0,-0.006375,0.14756
task,0.054545455,0.120481928,0.051948052,0.107142857,0.0625,0.191133333,-0.08338,0.181975,-0.058355556,-0.28782
college,0.028436019,0.036036036,0.031746032,0.028225806,0.03286385,0.19165,-0.0891,0.1198,-0.150628571,-0.320771429
kind,0.117924528,0.107883817,0.079646018,0.099601594,0.109090909,0.191928,0.305684615,0.327738889,0.403596,0.286125
capable,0.21875,0,0.131578947,0.142857143,0.076923077,0.192371429,0,0.58538,0.4862,0.432533333
engaged,0.16,0.034482759,0.052631579,0.092592593,0.235294118,0.192775,0.54135,-0.5994,0.17624,0.096725
concluded,0.063291139,0.129032258,0.033333333,0.090909091,0.016949153,0.19364,-0.2905375,0.07655,-0.35395,-0.5574
standing,0.045454545,0.077464789,0.113636364,0.049079755,0.02962963,0.19375,0.047309091,0.080306667,0.0193375,-0.2315
ease,0.193548387,0.103448276,0.15,0.083333333,0.058823529,0.1938,0.5202,0.446033333,0.4346,0.2263
contain,0.119402985,0.128205128,0.081081081,0.095238095,0.025641026,0.1947625,0.08808,0,-0.17,0
differently,0.115384615,0.333333333,0.2,0.153846154,0.148148148,0.1953,0.0194625,0.0761,0.146475,0.1208
created,0.094017094,0.092592593,0.054421769,0.103703704,0.09375,0.195472727,-0.00636,0.194225,0.143692857,0.099941667
policies,0.093220339,0.16,0.118367347,0.134057971,0.091346154,0.196572727,-0.065622917,0.026765517,-0.017289189,0.084710526
highly,0.064516129,0.083333333,0.105882353,0.072289157,0.153846154,0.196883333,0.434885714,-0.267544444,-0.012433333,0.031816667
lawmakers,0.058365759,0.10701107,0.126373626,0.112970711,0.057971014,0.197566667,0.046493103,0.186221739,0.151192593,0.101991667
intolerance,0.176470588,0.210526316,0.315789474,0.176470588,0.25,0.1998,-0.02595,-0.158016667,-0.0848,0.060475
contribution,0.176470588,0.088235294,0.192307692,0.142857143,0.117647059,0.200866667,0.107266667,0.22656,0.1606,0.1609
witnesses,0.0625,0.1,0.034482759,0.147058824,0.208333333,0.20095,-0.865233333,-0.9246,-0.28002,-0.19524
voice,0.114285714,0.096385542,0.128205128,0.104651163,0.082352941,0.2011125,-0.0474375,0.20082,-0.004588889,0.2646
father,0.064516129,0.094339623,0.093137255,0.065656566,0.102739726,0.20213,0.09642,0.0769,-0.147861538,-0.1638
formed,0.11627907,0.025641026,0.130434783,0.076923077,0.15,0.20244,0.4019,0.115783333,-0.001633333,-0.20355
repair,0.153846154,0.2,0.138888889,0.086956522,0,0.203075,-0.064825,-0.0353,0.41285,0
digital,0.162790698,0.097560976,0.048780488,0.071428571,0,0.203471429,0.047575,-0.35,-0.1591,0
enact,0.166666667,0,0.185185185,0.304347826,0.2,0.20352,0,-0.25808,0.094242857,0.02132
review,0.021582734,0.08,0.042424242,0.066326531,0.022727273,0.204133333,-0.157221429,-0.001785714,0.084369231,0.0086
expense,0.27027027,0.24137931,0.12,0.108108108,0.090909091,0.20446,0.123371429,-0.069333333,-0.17765,0.1366
brother,0.12,0.157142857,0.115789474,0.134831461,0.086956522,0.204766667,-0.307263636,-0.102145455,0.066458333,-0.1702
equity,0.142857143,0.12195122,0.125,0.03030303,0.078947368,0.20512,0.14938,0.084333333,0.3818,0.2615
moments,0.087719298,0,0.084745763,0.035714286,0.119047619,0.20664,0,0.13662,0.3753,-0.02394
looked,0.086419753,0.034482759,0.106382979,0.057471264,0.072916667,0.206671429,-0.1858,0.04734,0.21236,0.064271429
certainly,0.042016807,0.048611111,0.102739726,0.053333333,0.030534351,0.20696,0.315257143,0.306186667,0.4083875,0.3366
globalization,0.05,0.129032258,0.096774194,0.142857143,0.108695652,0.2073,0.044875,0,0.2613,-0.1291
contrast,0.057142857,0.027027027,0.023255814,0.139534884,0.026315789,0.2094,-0.4019,-0.1531,-0.126666667,-0.2023
largely,0.043478261,0.086956522,0.044444444,0.096153846,0.053571429,0.209416667,-0.03045,-0.197733333,-0.07652,-0.343866667
common,0.059139785,0.063559322,0.06097561,0.046692607,0.074561404,0.209518182,-0.01718,0.11342,0.209083333,0.143364706
fell,0.085714286,0.046875,0.079365079,0.036585366,0.058823529,0.210433333,-0.360166667,-0.09074,-0.225033333,0.175933333
branch,0.114285714,0.189189189,0.172413793,0.166666667,0.05,0.2106,-0.022057143,0.17248,-0.011857143,0
decisions,0.052173913,0.197368421,0.122905028,0.175925926,0.086330935,0.21115,-0.00392,0.073490909,0.072113158,-0.064866667
revolution,0.056603774,0.044117647,0.157894737,0.184615385,0.022727273,0.2117,0.435666667,-0.032488889,-0.077108333,-0.4404
reading,0.107142857,0.027027027,0.040816327,0.075,0.113636364,0.2123,0.0772,0,0.259433333,0.136
classified,0.073170732,0.14893617,0.057142857,0.142857143,0.093023256,0.2123,0.062085714,0,0.0135,0.2754
pretty,0.099009901,0.075,0.084337349,0.048543689,0.105882353,0.21248,0.602566667,0.491542857,0.53172,0.363588889
judgment,0.105263158,0.195121951,0.121212121,0.147058824,0.129032258,0.212725,0.0276375,0.1467,0.16812,0.1147
supporters,0.154929577,0.068548387,0.192982456,0.238095238,0.067961165,0.213551515,0.322029412,0.510676364,0.356047273,0.297664286
closely,0.09375,0.115942029,0.071428571,0.0625,0.063829787,0.215983333,0.082225,0.23972,0.11405,-0.0498
signs,0.073684211,0.02247191,0.087378641,0.129032258,0.094117647,0.216214286,0.57375,0.012811111,0.02705,-0.0891375
barriers,0.075,0.071428571,0.028571429,0.105263158,0.060606061,0.2173,0.001066667,0,0.215266667,0.08895
shown,0.054794521,0.08988764,0.166666667,0.084337349,0.0375,0.2175,0.079475,0.148036364,0.012942857,0.1678
bought,0.105263158,0.156862745,0.111111111,0.083333333,0.140350877,0.21775,0.20535,0.09646,0.1505,-0.1084625
gains,0.128571429,0.155844156,0.081081081,0.035714286,0.025,0.219588889,0.379483333,-0.098133333,-0.4767,0.34
