,id,headline,Lab_1_x,Lab_1_y,Lab_1_z,lab_1,label
70,4f1c47074b5b274e31a7f18818f70f1c84fc747b1b44e8b8b5c2a2564784b950,Lebanon arrests gunman following attack on US embassy in Beirut,O,O,O,O,0
71,9c12d02f6dc7f5f0645b5b98d10d25aa34c52cc3d431b521acef38b82b07eb4c,Hezbollah fires dozens of rockets from Lebanon into Israel,O,O,S,O,0
72,c1723b3184ade33a5d73e353b7d060a50543d24bd8d7883520d1fe6ba3702982,"Netanyahu says war will continue, disregarding US ceasefire proposal",O,O,O,O,0
73,2904765d6c92bab48f5b2dda1be52ea5442ca5ef8293272a9d372a2491552e8c,Portland State University president calls for police help after anti-Israel protesters cause 'property damage',S,O,O,O,0
74,19c82fe078a09f2831457eff2ed97af25889ced363560985f7a5a478715506e5,World warns Israel to obey ICJ on Gaza aid as Netanyahu plans Rafah assault,O,O,S,O,0
75,7bdcc3a34ab937f18019cbe48d7f96fd3687e5d96934ebc4ca7c34b33dae019b,Israeli attacks continue as calls for a ceasefire in Gaza grow,O,O,O,O,0
76,b55aed7c06c0943c55e8e26bd8d14668592caae251e343383f690778b898c7f6,All eyes on Israel's response to Iran drone and missile attacks,O,O,S,O,0
77,11a14b8849d7b5aacc9e3ce44f137780d87d934622dd765324df04a456f8796d,Dave Chappelle says he’s in ‘trouble’ with Jewish community after reported comments on Israel-Hamas war,S,S,S,S,1
78,b5fd97bf1ddcaf9e1ba4fead60f08da73525cbb78a295fc2270e81976ae59f86,Hamas deputy leader Saleh al-Arouri's assassination sparks wider war fears,O,O,S,O,0
79,9708cbafdbb39292f3e3d04b6aa3901a386754acbb65a34c10eca2bb0b16955b,Hezbollah leader calls Hamas terror attack against Israel 'heroic',S,S,S,S,1
80,e780b64a3562c47954937a01f8668cc56dd1d534ec5a2832b610819b56f4f2aa,Attacks on US-linked businesses rattle Baghdad as anger over Gaza surges,S,O,O,O,0
81,65c4137177e8e79964320def0aef6f49cc8fc9be7235b169a8d4c9ee862cad7d,Trump assassination attempt a 'confluence' of GOP rhetoric and 'availability of assault rifles': Dem lawmaker,S,S,S,S,1
82,690ceac13e6c70d03ae0fc485bcf5d863e1928d5f1a027656fb45522ccccd6a4,"France's new foreign minister visits Israel, calls for cease-fire and hostage release",O,O,O,O,0
83,487805d34fd65cf979f0a17286791e47fd07ffa91ffe694ac5e634086289e849,Is Israel’s war on Gaza spilling over into the occupied West Bank?,O,O,S,O,0
84,e04368bc955e67ea46ca4208945f78f571ecb53a899326a92dc69bb056413cb1,Israel’s war on Gaza: Rights groups urge Biden to oppose threats to ICC,O,O,O,O,0
85,4b7d4d582db17807349827403977e2cb79d4685b3cc987828eb3d371592c3ae5,Palestinians urge world to end Israel’s illegal occupation after ICJ ruling,O,S,O,O,0
86,77bfc67586d6f148908f7611d18909eb4c525ea8b50808e9fa67dd155fda8f34,"Protesters demand US ends support for Israel’s war on Gaza, Lebanon",O,O,O,O,0
87,1f25a352162bc07a3f98802b1af3dc5040c8251c9a05ab397c85ba86a7440640,"Polio vaccines do not protect children from bombs, says Gaza mother",O,S,S,S,1
88,667c05f6df795e6ac0b2d8310c34f72f970459e1d292cd305da9ad8bd1f3e4d8,Israel-Gaza: Families' relief as hostages released,S,O,O,O,0
89,3397bc977db7e51aae326c5ee12cd18241697deeaa2894396947025d80929e67,Israel launches new Lebanon attacks despite growing calls for ceasefire,O,O,O,O,0
90,1bb43c5d2e62efd889c1a46925eb48f7e529677a7d98579dfd68065a9795509a,Hamas leader Sinwar reportedly wants guarantee of survival as Gaza cease-fire talks said to be faltering,O,O,O,O,0
91,70eb707ee52106f10928feb4ae3f2d373ff791312e36ed523213ddb4315f979a,War veteran's campaign unleashes on Dem opponent after top aide's 'disgusting' smear of his military book,S,S,S,S,1
92,fd65fabeb2fde94ecfbc7a33a0badb006f8b2077243706d1d5ae27b7b51bb3c8,Protests outside UK PM Sunak’s residence to demand Gaza ceasefire,O,O,O,O,0
93,32a3c68d7c5e9a83e31c11773edcedbc0bf250bee4655bb9edc14d86557dec34,Israel-Palestine conflict and the Gaza War,O,O,O,O,0
94,2e99b36f4a62aa830a6e8f9f7fe15db8078a2eba314bee6858dfff98ce538bf6,"Biden calls on world to condemn Hamas sexual violence, blames terror group for collapse of cease-fire",O,O,S,O,0
95,8463b80ac2fc5b72232b189835661a516042fbfeb04bf0f481330080f6bd690a,IRGC says 5 members killed in Israeli attack on Damascus building,O,O,O,O,0
96,b160cbc5a0d11e2747359962e69d473487ed500303f53620147ef48de69b7260,BBC Verify examines video from Iran's attack on Israel,O,O,O,O,0
97,056227ee7b5739aa0133d198b6cb5898171a04d00e17fd9f69bc55b8079d99d9,Gaza ‘powder keg’ could spark wider war: UN rights chief,S,O,S,S,1
98,55dd51a8f997fd1eb4abb8c1e2bbc3c1d1018ca961d0fcbb1352fe712252fa74,"Israel’s war on Gaza: List of key events, day 178",O,S,O,O,0
99,00f97c1fb8b9fcf9d8d423eb43c081e85ad91cc4abb6364275b107f93341e9a1,"Evangelical Christians, who have long supported Israel, visit as wartime volunteers",O,O,O,O,0
100,39e17b5bf5225611dcf10983dcdbb4b3fdaf5c4a1950cf4b82ec008e271ec73e,Palestinian band escapes horrors of war but members' futures remain uncertain,S,S,S,S,1
101,6b58805043f7ba5872a22b29d63784213d8a7e14ccba173b314a46cb7aff50da,‘Progress’ in Gaza truce talks but Israel still set on Rafah ground attack,S,O,S,S,1
102,1b44b8fbc879c4206c3dde19574c076a787a74298c451ae25c84b3b6e7a7c288,"Several killed in Israel raid on West Bank as US, EU sanction more settlers",O,O,O,O,0
103,f87f0d2c027195a28a1848024c6cea20c2a41263f0f3df6487f2ab088eb0590e,"3 of Hamas leader Ismail Haniyeh's 'terrorist' sons killed by Israeli airstrike, IDF says",S,S,S,S,1
104,599a8ad6e6f36a355fb103bf77cc9d12dd4d58f4d91dbdb1ed82d5243b911d94,John Cusack fires back after being branded 'Antisemite of the Week' over stance on Israel: 'List full of lies',S,S,S,S,1
105,1aad743be8b4f6a7567c0e42edcb20b90945a4043d1b46c8afbba6f1c52f24ef,Judge refuses action against DeSantis over effort to remove Students for Justice in Palestine off campuses,O,O,O,O,0
106,ef07db9a7cb45796be361cbf2113cd973535d5eebd9e411dc85758a371610f22,Israel's Netanyahu condemns 'cruel' Hamas video of Israeli hostages,S,O,S,S,1
107,4b5fe1a044181974612e7a4fc85ab48377788c6935fc3c9367cdc17843af5374,The toddler amputees of Israel’s war on Gaza – Hoor Nusseir,O,S,S,S,1
108,8fcbaf9b02629fbd4206437bdd8a601d879820e7312af5ca155811bb34dcf2c8,EXCLUSIVE: War veteran Sam Brown vows to deliver for Americans 'crushed' by Biden's policies after major win,S,S,S,S,1
109,117e548a9b86337f17e8b92cc48ceafeae9935cc450f0853037a6c04283cd303,"Photos: Israel attacks UN-run school in central Gaza, killing 40",O,O,O,O,0
110,d1e76bed76aaaea19b5c0ca456b24822f13fa698d0a4c995aa094c678bae2f30,"Israel’s war on Gaza: List of key events, day 70",O,S,O,O,0
111,01a7e8a1635557008e032ae802cba3401f4663f268b33802f56ed6c3700f822e,US and Israeli officials hold virtual talks on their dispute over a Rafah military operation,O,O,O,O,0
112,2251b3500984d656144420120cc33a206f530195440bbda58408a15c8aaab40f,UK government warns 'think before you post' amid threats to arrest citizens for offensive rhetoric on socials,S,O,S,S,1
113,4d7f09ef81dc18f18b7fcafee8c9f23ea4b878c49d1d2b47ee811e97469eb5fc,How Israel is using starvation as a weapon of war,O,S,S,S,1
114,4edb32a1b0e2371e4bdfcae51b4294c1cedc0e5b51cb246d26a3c72fc07f3d72,House Dems urge Biden to target Israel military aid over Gaza humanitarian concerns,O,O,O,O,0
115,e09678981141099c18c18ac80b7a087522da4d36a89ab5a04834c79e8ccb1303,Fox News ‘Antisemitism Exposed’ Newsletter: A baseball legend goes to bat for Jews,S,S,S,S,1
116,fabbda4317c97736b01a5cad5b0c9c5798947a2f668d5a3daebf4b89aa263a75,"Israel plans ground attack on Rafah, ‘last refuge’ for Gaza’s displaced",S,S,S,S,1
117,3ef63a72d094fbcdcfdbb989c49dbeff142bc0c5ec35da171eff8b4a5a5e7b79,Israeli military official shows remnants of Hamas terror attack,O,O,O,O,0
118,0c1f50a8aaefb0379a9f0947f16048b3d0e163536b4aab55a6274659e109ed52,"Haitian Prime Minister Ariel Henry to resign amid low-scale civil war, bowing to international pressure",S,O,S,S,1
119,7d37023e957fd332e51a3a25b5295157807e14d37d3a773655ba9648b76923ef,BBC anchor asks if Israeli forces warned Palestinians ahead of hostage rescue mission: Defeats 'the purpose',S,S,S,S,1
120,3f94df13b2b6d192ca084974dd05198a07abac4975c2e44a8129183c29d1c805,Flashback: Biden admin bragged about ‘quieter’ Middle East one week before attack on Israel,S,S,S,S,1
121,d5a148752824912dc7991851127b9e00318eaffd96b57214d7101b26a702b731,Abbas condemns Israel for ‘hideous war massacre’ after Gaza hospital attack,S,S,S,S,1
122,1c9c7c0fe17beb1c365f79e82d0b23947f106d0c6504233b1ca12dbae579a110,Israel thought to be on brink of Lebanon ground incursion,O,O,S,O,0
123,7c0c3f2396e56734bbfd56ff26708d1392c9c2fec7535d5b294db87cfc66ad16,Israeli attacks kill 105 people in Lebanon as war escalates,O,O,S,O,0
124,029cf39e07a9a8e179307a46e847ae0f462b877c991c116afd49106d919a6763,Hezbollah chief warns Lebanon could be ‘exposed’ to more Israeli attacks,S,O,S,S,1
125,d5787d0678236ddd1245c51765f06b3ce94d4b8392dce9d1aa75219e62f05708,Video: Police tackle pro-Palestinian protesters at US university campus,O,O,O,O,0
126,40f7b078d0c688ef127a7517fd8a2e683061c3bb19a9e93fb30580295dc05de8,Israeli ministers threaten to quit government if Gaza peace deal agreed,O,O,S,O,0
127,3caef7e77c08ca7d6b3401109578272d1baae32f5b8b8bac5c243026107b15c7,Israeli air attack on West Bank’s Tulkarem camp kills at least 18: Ministry,O,O,O,O,0
128,27c5c9bd3ffccfe98ce56ed57d68739b4f92470035054a7a9ff98bf2530314f3,Bowen: The Israel-Gaza war is at a crossroads,O,O,O,O,0
129,6dae0e0edd9ba923db8e4f2506d5de16625d229713c5470ecd6f8226f4a3d56c,Can world powers urge Israel to stop its attacks in the occupied West Bank?,S,O,S,S,1
130,c108a9b3e199be7c0210286ab8e8aa8b11d503451ae8793b203b8fb59a2e0060,Biden faces media as re-election bid hangs in balance,S,O,S,S,1
131,76cb7e14ddf0c3a8bb0856363cfd0e955e503f73f613d7524d94d9ddf3427be9,US woman rescued from rubble in Gaza after Israeli attack,O,O,O,O,0
132,9adf236d2d1ad30220b442f9062fc71ee7fc1996e3fb014a3f84c730dad0ad49,Muslim students at University of Connecticut received threats over Israel-Gaza war,O,O,O,O,0
133,f5f676af423b1db4b40a08e446e0afbb8f1f43a6e6b99d97792470588218b417,"Border fire between Israel, Hezbollah continues as delegates prepare to mediate ceasefire with Hamas",O,O,O,O,0
134,9366405b7cd4c11c96b820816394ae50556fa47e7d45294f895599dcaccdcdd7,Israel’s military is targeting Palestinian police delivering aid to Gaza,O,S,S,S,1
135,761fa2421b2c4d7809409df8b36c7c7a62bfebbc23f095e12947a1a5d11ccf79,Gaza: Israel raids al-Shifa hospital,O,O,S,O,0
136,c9bb4051dfbc217ff91348ac0431ddda5d6fd90838e235f6f46356820fd56a9a,Photos: Aid brings relief in Gaza amid Israel-Hamas truce,O,O,O,O,0
137,b53a3c3fa3373d8e823ebcfb843047c2222fb181c0853360c3d3f8e4168e8531,Federal judge rules Harvard University must face antisemitism lawsuit from Jewish students,O,O,O,O,0
138,e243e3c6080bd4b93ca12dec7d1acd1af620ada12260bbd4b80fe37f324de292,CT Gov. Lamont waxes optimistic in State of the State address interrupted by pro-Palestine protesters,S,O,O,O,0
139,e0a4608fd8b8c9aa7950c5005e5667a468c38608620dcd94d1406e49934e0752,What the Ismail Haniyeh assassination means for Gaza ceasefire talks,O,O,S,O,0
140,291c6e18ccefb510fb11059df5261694f7cc46147932da7671d5237013c5ddb5,"Protests, clashes in Jerusalem and West Bank as Israel-Gaza war rages",S,O,S,S,1
141,3e951c9382412fbbe565e5583d0e14f88d4dbce666afa32a4b5ba17860798b01,Pentagon says Iranian-proxy fighters 'likely' killed during US attacks in Syria and Iraq,S,O,S,S,1
142,2c03adedfd188b2b5a2369ca3a71dfc8f519ec827eb2b6969bf23ce33056adb5,Beware of Vietnam’s new authoritarian president,S,S,S,S,1
143,b1f0d386361e8ee5b0050c3402f36aa10db20165684b1a812322d240ea42382f,Biden allies condemn far-left calls for cease-fire in Israel-Hamas war: ‘Americans remain pro-Israel’,S,O,S,S,1
144,e6967eae33400907b56c2ab2897cd6cd0d6057f7c808768794f7cde379a0184f,Three Palestinians killed in West Bank as Israel continues raids,O,O,O,O,0
145,28cb9e16705a0bec9ed5fdc3cf7dd6a06cdd32655d418b375545bf1e9dfab2af,Hezbollah terrorists hold ‘massive’ stockpile of Iranian arms security experts warn,S,S,S,S,1
146,8aa641f9277e502f3c5dec140a9b99b23564d7e8b44ca8ebb8926f7d93bc6bbd,Palestinian children killed in Israeli attacks in Gaza,O,O,O,O,0
147,6460d5c415d795c0c68773f681531299241bc3f08a8184fd7c6e1aff503c8565,Israeli and Palestinian economies battered by war,O,O,S,O,0
148,32e8ab43e2b58bfba18787a655df3ec59d640fc1beee7d9a1b81263f0a6c7658,Horrific' violence at UCLA after counter-protesters attack pro-Palestinian camp,S,S,S,S,1
149,0f2e6a41637a5d1130f04b2d78d34417bf07a4f7b95fdcf83a38d5ac79cca3d7,"Families of Hamas hostages describe broken hearts, child’s 9th birthday in captivity of terrorists in Gaza",S,S,S,S,1
150,b2a545979e369cb56e1782ae57003fc24c296c645a21566f6530537c86325e26,UN warns Israel against 'terrifying' full invasion of Rafah,S,S,S,S,1
151,fc5613615bd694e51ea675e9ff0b704fd5ea995d3a7bc92f0f311404efe936a8,Blinken says after Israel-Hamas war there should be ‘no reoccupation of Gaza’,S,O,O,O,0
152,c9fbeedadeb0af10b6428cab9b764ab76f3020443d89debb5f109bd907988b53,"Schumer condemns antisemitism, blames Trump while anti-Israel agitators burn US flag outside DNC",O,S,S,S,1
153,e176d3871039d4019be08f4a6b1406db4b6684b617618e7f81cdb5a41b811bda,Gaza protests: Police raid on Columbia protest ignited campus movement,O,O,O,O,0
154,e6fc2723635fcf43380c811fb722ec6291ed196f82b8f9f0aff5d20034d966c7,"Anti-Muslim cases surge in UK since Hamas attacks, charity finds",O,O,O,O,0
155,de19e9666b17d8435185f8cb04aa2aa7b42469d668845c4575e8f344d1693523,"Reporter's Notebook: Iran’s missiles strike Israel, and a deadly terror attack in Tel Aviv",O,O,S,O,0
156,79ab7fff60f3b1b0fb49be7d0607f59b6c935f021b4f0d3b65630eb74934e8e7,White House interns rebel against Biden with pro-Palestinian letter demanding cease-fire,S,O,S,S,1
157,6368238222254087d627a7d6b02947fb13fde66cd1c059efd3d7bb5451197d13,"US cities ramping up protections for Jewish communities, houses of worship after Hamas attack on Israel",S,O,O,O,0
158,ae1694580a6bd5ecc5e1026c722fb2b57b84ba5d495eca349028ea909bce2322,Netanyahu hits back at ICC arrest warrant bid,O,S,S,S,1
159,3da807adab089dacd06adb16fa61962d9a97092717d8a33425422c4e0bc44b32,Nasser Hospital doctor says he was detained and beaten by IDF,O,O,S,O,0
160,bc880b76c5eed10ccfd3e938241c8aa155b63acc0eda60296deee5016551311c,McDonald's sales dented by Israel-Gaza boycotts,O,O,O,O,0
161,87071afe68498a2b38f400930ad5d9861688c5f0887bd3dc0f29f023eb81edf6,UN expert warns of ‘severe’ crackdown on climate protestors in UK,S,O,S,S,1
162,9747dc39aed0e1c45aab44a127bdba3bf5a2903117105de10732263abcdc0e51,"Gaza truce talks set to resume, as thousands protest Netanyahu in Israel",O,O,O,O,0
163,93cdffc6f9b49fea978e9df8743f32a7a63c00f03d0b35b1588c0189b1dc4185,Gaza drone video shows killing of Palestinians in Israeli air attack,O,O,S,O,0
164,e9a3a777b7ec1c4cb26d086e037f157b6eab0ef06f436dd97b6656c46a057c37,Biden unveils Israeli proposal to end Gaza War,S,O,O,O,0
165,b71dca4d97bef499cf4f99eee6dc21695a3d29634e5c293cecebd09fcd08b40a,Why is Gaza’s al-Shifa hospital at the heart of Israel’s war?,O,O,S,O,0
166,7dc48f649126b2cacf6e1470c1269805631b4e945e218ce25efa0e12f94ea184,Masked protester hoists ‘Kill Hostages Now’ sign during Israel Day parade in NYC,S,S,S,S,1
167,6fba9b69448512756c8b09b530806bd451ebc39d19032385e16bff61a92fc883,US lawmakers slam ICC prosecutor’s Israel arrest warrant requests,S,S,S,S,1
168,622c78e6227702a5a247a3b79246220cf5004eaacb2cb352a6a1d1182a6b30c7,Israeli military intelligence chief resigns over failure to prevent deadliest attack in Israel's history,S,O,S,S,1
169,635c629a0e0fd7288b17c4c46a35a7634f12e6b33a023bc0b475d1aad41db917,Saudi Arabia interested in Israel normalisation deal after war,O,O,O,O,0
170,18955cbd20c32149cbcb263271d807b089e8aa94a352f76f149f3e3b24dd5f2d,"BBC World Service - Newshour, War in Gaza 'having catastrophic impact on health'",S,O,S,S,1
171,1531fc1b09a0c53f9b11f623dddbec294024ca98e7115ab3f5adf8aa2efed0a6,Blackburn cheers Harvard President Gay's resignation: 'She should have done it sooner',S,S,S,S,1
172,0104ddef52dd6b184421df08060d17a20b021a4270b08d8daf0acb05946a60d4,Israeli officials eye threat of ICC arrest warrants over war in Gaza,S,O,O,O,0
173,cf8a4cad657d92f92525328b2c311503610193da3ed734b25294c49391188c4f,Anti-Israel activists feud with Black Kamala Harris supporters online 'playing your identity politics',S,S,S,S,1
174,fe95ec9f7132fd3f67cd8d3e950f9184a090d07905836025d4fac3311099b1e5,Israeli strike on Gaza school killed 30 – Gaza health ministry,O,O,O,O,0
175,91ec4107b7e6431c939350923c11af098b1cf7896ee3f98e69b5abeadc923949,Military attack leaves Myanmar’s displaced civilians with ‘no safe place’,S,O,S,S,1
176,db9a3c70729e1ac8a7cabb3f7ceb1c1db8e80305a3e56d78f902634c6b33b5a6,Israeli killings of Gaza civilians during raid may be war crimes: UN,O,O,S,O,0
177,95e6d0cfa01581983e15e025f9a6a79da7af2db0f7085907ca5145673107e995,Bristol stabbings: Three more arrested over fatal attack,O,O,O,O,0
178,398d07058bb2e08508e137b68d0d7a3905c6fb4c72ea90efb0fbc6e22af1e707,Mayor says Jewish club yearbook photo replaced with Muslim students in 'blatant antisemitic' act,S,S,S,S,1
179,a4122b3c17672692874fd16bf307ef4343d057dd3992844ebe197acc95c76ad3,Manchester scientist escapes Gaza after threat of attack,O,O,S,O,0
180,d904fb5c48214615fb17b74c943ea721a8215b99bd3d1d33421ac3ec0e057a66,Does Israel’s attack on aid workers mark a turning point for its allies?,S,O,S,S,1
181,3b72b337507c62fdf95140642c444c8a5ca388b68335fb690b7e0524affd1520,Hamas says 'no talk about prisoners or exchange deals' until Israel stops Gaza campaign: report,S,S,O,S,1
182,6d8b1a6854256dea07995b43a72252af97c4d13d16b9251601e7e15a21efeb58,Israel attack: PM says Israel at war after 250 killed in attack from Gaza,O,O,O,O,0
183,24bfa2700371f5eaf15d3d58c481d0ad625417b83924d702ebbf5bcac78dbaef,"Blinken heads back to the Middle East amid attacks in the Red Sea, Lebanon, Iran and Iraq",O,O,O,O,0
184,089a57e0217f085e6bc133cf1d8ae1df968ab8ddad6559b6f99a9db6c0219cfa,Iraq War veteran poses as '40s pinup model after surviving mortar attack,S,O,O,O,0
185,a1a72d8c1fc5f1be31242a4a5c274270913b357be39b94821241fed70317f607,UAE says it will not back post-war Gaza plans without Palestinian state,O,O,O,O,0
186,882a752cd7133ed8bec3d59e2fa201bc7f27511064f4cbc517f088871efb4a6c,Viral Israeli spokesman discusses ‘frustrating’ media narrative following deadly Oct. 7 terrorist attack,S,S,S,S,1
187,23a54c9ebf543f8750a8aa00cfa68f2269ced0d24d81257b0ffa6eb4a4a9a5d0,"No place for Gaza residents to flee after Israel declares war, bombs homes",O,O,S,O,0
188,3de89890b3aca453867f0b355ef9e585f93d257c4ce9dff4140f6395a2f47cf6,Basketball Ireland: Boycotting Israel game would mean losing a 'generation of players',S,S,S,S,1
189,6bfc85ef32df1bcb2fd7eb94f04857e659c8b148af7a7b9518e05062b07ce09d,Europe antisemitism: Berlin synagogue targeted as attacks rise,S,O,S,S,1
190,db28480e269789fe0f0fa307b45642875ae04a809b55a459fa5e741633eefede,UN drafting resolution for Gaza ceasefire,O,O,O,O,0
191,a1db3323a7b28de7b64f408f5e2c247f7568a1a17c19616acc5552f1a0d78fef,"One killed, another wounded in Israel mall stabbing attack",O,O,O,O,0
192,e08defe504117fd888b03f63faa616eebc241bf866327b79076c11506b227aed,Palestinian journalists in Gaza awarded World Press Freedom prize,O,O,O,O,0
193,8f8a7e8be04e0de7dcc4d80c8ef572e534fbd9c64806fce5f762450a52727dae,"Former Chicago gangster blames VP Harris, Dems for turf war between local gangs, Venezuela's Tren de Aragua",O,O,S,O,0
194,bd0458d5122f4c9ec676d85c62179931c1d26425c29f3abceedbe50103cda3a0,Scottish Labour backs motion for 'immediate ceasefire' in Gaza,S,O,O,O,0
195,df6126a1c7d3e60acac4578425599f0ece718c7801a8525e9307688a45fe5051,What’s happened in Gaza since ICJ ordered Israel stop Rafah assault?,O,O,S,O,0
196,486a665b365d23c87ac3fb01027b1c77ce8d1210ad13a7166cc8c1ac64e9726d,Palestinian labeled a 'traitor' for condemning Oct 7 atrocities now lives in 'constant fear',S,S,S,S,1
197,a80d7e59026728ea05c1e5f57ec69f4451e294bae196bd9bcc7cd30a759181e2,Israel-Gaza war: Tens of thousands rally for hostage deal as Gaza ceasefire talks continue,O,O,S,O,0
198,ac943a4725b3cac3ef5b8eb29ca43f00f1dcd237e9956bf8be61e0f140df54d0,‘Seen as less human’: Why has Islamophobia surged amid Israel’s Gaza war?,S,S,S,S,1
199,912abaa0fbee6c241124b14f379aeb0c327f8f7620afbaa7e980c7c8099b7026,8 Israeli soldiers killed in southern Gaza ambush; deadliest day in months,S,O,O,O,0
200,694626a7579aef812b93caded7775ebd1cf116d52c49df9253c7590c46034d3a,Palestinian diplomat pushes for Israel-Hamas cease-fire extension: ‘We have work so that this truce continues’,S,O,S,S,1
201,782b02a7fb26070202b3df8fe9bb411d15ee99f7296f8dd4fd7bcaf9f666a58a,US pledges over $47M in humanitarian aid for war-torn Sudan,O,O,O,O,0
202,b9f897137f7272ab6ad5ce1fcf31afb3fb303e248eab0373abb12bd76df28ff4,"Exiled crown prince of Iran demands regime change after Israel attack: This isn't our war, 'it's Khamenei's'",S,S,S,S,1
203,6aa8610cbe70208ee1c2c7b5bba09dc4c95d1d5da161ce9f03e05a55e263b871,What’s the extent of US military aid to Israel in its war on Gaza?,O,O,S,O,0
204,c6f83dfd5107d00d62cca1b9ff16f99a4cd2fdc549307ba13291db087a787340,First case of polio confirmed in Gaza,O,O,O,O,0
205,3da1b2f0d5285ec2228b41e94a8b0a43b5093f4a7d2fe7c25cf15f91c98ad5e2,"Newshour, How will Israel respond to Iran’s attack",O,O,S,O,0
206,4b45b5a221a651028304e891b024f780d6807297ba062087caa4f288d4cf12b2,Are US campus protests against Israel’s war on Gaza going global?,O,O,S,O,0
207,d5ec2373fd94aae9729572a0b78487c6ab856900efbb3e5aa6d0e7087a74a0fb,Israel continues Rafah strikes after dozens killed in bombing,O,O,O,O,0
208,64a09ccce46c3efe28f067fd1e619c6f35b2f90debb94f124681006cd348ffba,Israeli minister outlines plans for Gaza after war,O,O,O,O,0
209,f94dea56d0bad9db4aa58d6680d4955cf9a1c6348b1693ccd1d07b230c32e9fd,UN chief urges Sudan's warring parties to halt hostilities during Muslim holy month of Ramadan,O,O,O,O,0
210,eb170246d1abdf211c59e866f91953153c2d64f699a9bcdbb78058072964fcfb,Flying Nightingales: War nurses who flew into WW2 battles celebrated,O,O,S,O,0
211,1e88bec0a0803ee96c53f08127daeae1755f3620fd51fa93efd7dd3122367062,Will Israel’s ultra-Orthodox community serve in its military?,S,O,S,S,1
212,355578dfd10aa069f8998e9ebf6d8f487bca1557127918f4259f6b0062b5321f,Israel carries out 'extensive' strikes in Lebanon as Hezbollah fires at Tel Aviv,S,S,S,S,1
213,8a41623843563cf4818784c848acceb46988e8b366743d454f5337ace4935c96,New Gaza hospital raid shows Hamas is not a spent force,O,O,O,O,0
214,0635f28421fa3f46a76df037d1c49aa1df29ba7ed4bc0b6b98cbab8565f450ce,"Amal Clooney played key role in ICC arrest warrants for Netanyahu, Hamas leaders",O,O,S,O,0
215,105bfe0b081a21a4125cfad53573bc25470df217c2d5c1afc5ca568df9c27a20,How much environmental damage is Israel’s war on Gaza causing?,O,O,O,O,0
216,b80406949790237d6c216de7475a35c7bd97ba9e9e863275d2ed98ea78f5ad2f,"Netanyahu urges Biden admin to renew weapons supply to Israel, says it’s ‘inconceivable’ US withheld aid",S,O,S,S,1
217,f21c64b579dc7e29364e37329557446eeb6476ecd0b4dea0a9eda78b18445d6f,Gaza peace deal still in the balance after Blinken ends trip to region,S,O,O,O,0
218,ee46b3bc444be5d4114fc1a21a79321eca17203b9ff001f40bc66ba708060bb8,"How the Israel war, blockade affect mental health of Palestinian children",O,O,O,O,0
219,2a6d6c83fbb8e655aa49c582a5068605524a10671f5ca42ecb446feb165888ca,Stranger Things' star blasts anti-Israel protesters blocking students on campus: 'They should be expelled',S,S,S,S,1
220,92a50a609e5e2e2fc91d395db1f3c897fd3dfb45168ed69b1a8ba84f83880994,Pagers explode across Lebanon; Hezbollah blames Israel,O,O,S,O,0
221,26e804cd47f9afe05c90311c68a83df52ee2eadf2aacc70dcc94db586c2026f4,At least 11 killed in rocket attack in Israeli-occupied Golan Heights,O,O,O,O,0
222,a77e2d1c2a148f6bee641f8152b3b1c3e616ac44b6c45874cf3c00daa63adb18,Iran's rare runoff presidential election sees historically low voter turnout,O,O,O,O,0
223,5b2ccfe5c1a93cce44abad75e4df581d0ef2fb15f573ca900eaa3883b7902da9,Israel downplays truce prospects after Hamas response,O,O,S,O,0
224,f46acdbbdfc698f5b87ad0e1f3401ed3988746c2b1f3ce353d31f64f698edbf6,Photos: ‘Stop the genocide’: New York protesters demand Israel end Gaza war,S,O,S,S,1
225,619d6ae6f2e1f9898a460e932f225c30160bb467d478ef23b70d2324bd7f20fb,"Tim Walz 'misspoke' about using weapons ‘in war,' Harris campaign says: report",S,S,S,S,1
226,36c32aa69c80b89ede99654f721d581ce2e9a3f211a3ec58993d4b6573307634,‘Squad’ Democrat declares ‘all lives do matter’ while calling for ceasefire in Israel-Hamas war,S,S,S,S,1
227,ced2e1af8d13279985efcb410e3045592a7a5d96586507db8c0f5f9d78b6d30f,‘The war is not over’: Israel blocks Palestinians’ return to northern Gaza,S,S,S,S,1
228,5d567286565a632074fe2a41f23c9916ae1c5abfab7e91ba3b9333d25be75c01,Palestinian president appoints long-time adviser as prime minister,O,O,O,O,0
229,e5888d90faf448c6420a0ffbd64e626621bcee9ccbd1c7d0ab8361e7f6b7a402,Biden says he will talk to Netanyahu as Israel pummels Sunni terror targets in Beirut,S,O,S,S,1
230,27ca33feca7a27b8332097eb6472e74d6d84c4b3a0b0c2ccdf777908825dc8c6,Police dismantle UCLA anti-Gaza war camp and arrest protesters,O,O,O,O,0
231,99d87547b94546c58a87b678b0d074fc7f2090a8e335eabfa66ceaa1ea08d723,Gaza ceasefire vote: Commons debate descends into chaos,S,S,S,S,1
232,91f093af3faedc72271c72aac784a26a97aef64c2418bfebb4e47ec6c7d133ee,"Father of American held captive by Hamas says hostages 'are dying,' going through 'hell' in Gaza",S,S,S,S,1
